category_type_level,category_situation_level,category_ingredient_level,category_method_level,id,food_name,category,음식1,음식2,음식3,음식4,음식5,음식6,음식7,음식8,음식9,음식10,음식1_id,음식2_id,음식3_id,음식4_id,음식5_id,음식6_id,음식7_id,음식8_id,음식9_id,음식10_id
메인반찬,술안주,해물류,볶음,10011243,알배추된장국,"메인반찬,술안주,해물류,볶음",얼갈이배추된장국,알배추된장국,묵은지장,계란만두탕,시금치리조또,호박새우젓찌개,양파껍질차,대추죽,애호박새우젓찌개,호박고추장찌개,10011244.0,10011243.0,10011369.0,10012171.0,10011433.0,10011266.0,10011485.0,10012756.0,10011260.0,10011263.0
메인반찬,술안주,해물류,볶음,10011244,얼갈이배추된장국,"메인반찬,술안주,해물류,볶음",얼갈이배추된장국,알배추된장국,묵은지장,계란만두탕,시금치리조또,호박새우젓찌개,양파껍질차,대추죽,애호박새우젓찌개,호박고추장찌개,10011244.0,10011243.0,10011369.0,10012171.0,10011433.0,10011266.0,10011485.0,10012756.0,10011260.0,10011263.0
메인반찬,술안주,해물류,볶음,10011245,계란국,"메인반찬,술안주,해물류,볶음 | 메인반찬,술안주,가공식품류,찜 | 메인반찬,술안주,쌀,부침 | 메인반찬,술안주,쌀,삶기 | 메인반찬,술안주,과일류,무침 | 메인반찬,술안주,콩/견과류,절임 | 메인반찬,술안주,기타,기타 | 메인반찬,다이어트,닭고기,비빔 | 메인반찬,다이어트,쌀,찜 | 메인반찬,다이어트,밀가루,삶기 | 메인반찬,다이어트,건어물류,회 | 메인반찬,다이어트,과일류,끓이기 | 메인반찬,다이어트,기타,굽기 | 메인반찬,도시락,소고기,기타 | 메인반찬,도시락,육류,비빔 | 메인반찬,도시락,해물류,데치기 | 국/탕,초스피드,밀가루,굽기 | 국/탕,초스피드,곡류,튀김 | 국/탕,다이어트,소고기,튀김",맛간장,카레우동,누룽지탕,계란탕,두부찌개,무국,콩나물국,김치죽,장칼국수,마라탕,10011140.0,10002312.0,10012294.0,10010930.0,10010547.0,10010528.0,10010517.0,10011334.0,10010577.0,10011094.0
메인반찬,술안주,해물류,볶음,10011246,계란감자국,"메인반찬,술안주,해물류,볶음 | 메인반찬,술안주,가공식품류,찜 | 메인반찬,다이어트,쌀,찜 | 메인반찬,도시락,해물류,데치기",두부된장찌개,콩나물김치국,버섯된장찌개,조기매운탕,고추장감자찌개,피제비,데리야끼소스,묵은지김치찌개,콩나물찌개,호박찌개,10011275.0,10011238.0,10010558.0,10011580.0,10011267.0,10011377.0,10012209.0,10010759.0,10010766.0,10011259.0
메인반찬,술안주,해물류,끓이기,10011251,달래된장찌개,"메인반찬,술안주,해물류,끓이기 | 메인반찬,술안주,콩/견과류,튀김",콩나물찌개,묵은지김치찌개,고추장감자찌개,피제비,애호박새우젓찌개,시금치리조또,뇨키,호박고추장찌개,호박새우젓찌개,호박찌개,10010766.0,10010759.0,10011267.0,10011377.0,10011260.0,10011433.0,10011426.0,10011263.0,10011266.0,10011259.0
메인반찬,술안주,해물류,끓이기,10011259,호박찌개,"메인반찬,술안주,해물류,끓이기 | 메인반찬,다이어트,채소류,회",호박새우젓찌개,애호박새우젓찌개,호박고추장찌개,묵은지장,콩나물찌개,피제비,묵은지김치찌개,열무지짐,고추장감자찌개,무말랭이차,10011266.0,10011260.0,10011263.0,10011369.0,10010766.0,10011377.0,10010759.0,10011186.0,10011267.0,10011483.0
메인반찬,술안주,해물류,끓이기,10011260,애호박새우젓찌개,"메인반찬,술안주,해물류,끓이기",호박새우젓찌개,애호박새우젓찌개,묵은지장,딸리아뗄레,얼갈이된장국,양파껍질차,마스카포네치즈,뇨키,부라타치즈,스,10011266.0,10011260.0,10011369.0,10012327.0,10011242.0,10011485.0,10011992.0,10011426.0,10011993.0,10011406.0
메인반찬,술안주,해물류,끓이기,10011263,호박고추장찌개,"메인반찬,술안주,해물류,끓이기",호박새우젓찌개,애호박새우젓찌개,묵은지장,딸리아뗄레,얼갈이된장국,양파껍질차,마스카포네치즈,뇨키,부라타치즈,스,10011266.0,10011260.0,10011369.0,10012327.0,10011242.0,10011485.0,10011992.0,10011426.0,10011993.0,10011406.0
메인반찬,술안주,해물류,끓이기,10011266,호박새우젓찌개,"메인반찬,술안주,해물류,끓이기",호박새우젓찌개,애호박새우젓찌개,묵은지장,딸리아뗄레,얼갈이된장국,양파껍질차,마스카포네치즈,뇨키,부라타치즈,스,10011266.0,10011260.0,10011369.0,10012327.0,10011242.0,10011485.0,10011992.0,10011426.0,10011993.0,10011406.0
메인반찬,술안주,해물류,끓이기,10011267,고추장감자찌개,"메인반찬,술안주,해물류,끓이기 | 메인반찬,술안주,쌀,굽기",묵은지김치찌개,피제비,콩나물찌개,애호박새우젓찌개,호박새우젓찌개,포타주,호박고추장찌개,달래된장찌개,참치고추장찌개,햄김치찌개,10010759.0,10011377.0,10010766.0,10011260.0,10011266.0,10011465.0,10011263.0,10011251.0,10012078.0,10012084.0
메인반찬,술안주,해물류,끓이기,10011269,참치김치찌개,"메인반찬,술안주,해물류,끓이기 | 메인반찬,술안주,가공식품류,절임 | 메인반찬,술안주,쌀,굽기 | 메인반찬,다이어트,닭고기,찜 | 메인반찬,다이어트,밀가루,굽기 | 메인반찬,다이어트,과일류,부침",우렁된장찌개,김국,참치찌개,명란젓찌개,당면찌개,들깨칼국수,멸치육수,달걀죽,치즈라면,참치야채죽,10011274.0,10011825.0,10011270.0,10011606.0,10010556.0,10011300.0,10011402.0,10011884.0,10011876.0,10011346.0
메인반찬,술안주,해물류,끓이기,10011270,참치찌개,"메인반찬,술안주,해물류,끓이기 | 메인반찬,술안주,쌀,굽기 | 메인반찬,다이어트,소고기,볶음 | 메인반찬,다이어트,과일류,부침 | 메인반찬,간식,육류,볶음",두부된장찌개,순두부된장찌개,우렁된장찌개,계란감자국,돼지고기찌개,참치두부찌개,치즈라면,채소죽,참치김치찌개,새우젓찌개,10011275.0,10010563.0,10011274.0,10011246.0,10010755.0,10012083.0,10011876.0,10011340.0,10011269.0,10011614.0
메인반찬,술안주,해물류,끓이기,10011273,짜박이,"메인반찬,술안주,해물류,끓이기 | 메인반찬,다이어트,쌀,비빔 | 찌개,해장,소고기,볶음 | 찌개,해장,닭고기,조림 | 김치/젓갈/장류,간식,가공식품류,무침 | 김치/젓갈/장류,간식,기타,데치기 | 김치/젓갈/장류,야식,닭고기,회 | 김치/젓갈/장류,야식,건어물류,굽기 | 김치/젓갈/장류,푸드스타일링,육류,조림",김장아찌,쌈무,마늘장아찌,무장아찌,무초절임,양배추피클,버섯장아찌,오이장아찌,토마토피클,양파피클,10053212.0,10011183.0,10053008.0,10011368.0,10053029.0,10011185.0,10012590.0,10053018.0,10053056.0,10011166.0
메인반찬,술안주,해물류,끓이기,10011274,우렁된장찌개,"메인반찬,술안주,해물류,끓이기 | 메인반찬,술안주,달걀/유제품,무침 | 메인반찬,다이어트,닭고기,찜 | 메인반찬,다이어트,쌀,절임 | 메인반찬,다이어트,과일류,부침",참치김치찌개,김국,만둣국,두부된장찌개,참치두부찌개,꽁치찌개,김치떡국,참치찌개,명란젓찌개,순두부된장찌개,10011269.0,10011825.0,10012049.0,10011275.0,10012083.0,10011609.0,10011499.0,10011270.0,10011606.0,10010563.0
메인반찬,술안주,해물류,끓이기,10011275,두부된장찌개,"메인반찬,술안주,해물류,끓이기 | 메인반찬,다이어트,소고기,볶음 | 메인반찬,다이어트,쌀,절임 | 메인반찬,도시락,육류,찜",참치찌개,계란감자국,순두부된장찌개,김치비지찌개,호박찌개,강된장찌개,참치두부찌개,사골우거지국,들깨국,스팸김치찌개,10011270.0,10011246.0,10010563.0,10010772.0,10011259.0,10012930.0,10012083.0,10010529.0,10012616.0,10012072.0
메인반찬,술안주,해물류,부침,10011277,매쉬드포테이토,"메인반찬,술안주,해물류,부침 | 메인반찬,도시락,곡류,회 | 메인반찬,영양식,쌀,튀김 | 메인반찬,푸드스타일링,달걀/유제품,무침 | 찌개,푸드스타일링,해물류,부침 | 디저트,기타,쌀,튀김 | 밥/죽/떡,손님접대,쌀,튀김 | 밥/죽/떡,푸드스타일링,콩/견과류,부침 | 퓨전,다이어트,해물류,부침 | 퓨전,다이어트,해물류,삶기 | 김치/젓갈/장류,다이어트,기타,부침 | 양식,기타,해물류,부침 | 양식,기타,해물류,튀김 | 양식,기타,해물류,삶기 | 양식,기타,달걀/유제품,볶음 | 샐러드,일상,쌀,튀김 | 샐러드,초스피드,과일류,찜 | 샐러드,간식,콩/견과류,부침 | 샐러드,간식,콩/견과류,튀김 | 샐러드,해장,채소류,절임 | 스프,초스피드,닭고기,조림 | 스프,기타,채소류,볶음",맥반석계란,돼지고기수육,고구마말랭이,냉국수,들기름막국수,고구마치즈볼,치즈감자,뢰스티,스프레드,옥수수삶는법,10016168.0,10010709.0,10044916.0,10011309.0,10000016.0,10027122.0,10001358.0,10021830.0,10013127.0,10017927.0
메인반찬,술안주,해물류,부침,10011278,고구마경단,"메인반찬,술안주,해물류,부침 | 메인반찬,명절,콩/견과류,부침 | 면/만두,영양식,콩/견과류,부침 | 퓨전,명절,밀가루,굽기 | 김치/젓갈/장류,일상,소고기,튀김 | 샐러드,간식,콩/견과류,부침 | 스프,손님접대,닭고기,굽기",검은콩국수,레리쉬,간식,두부콩국수,타코와사비,훈제연어롤,뿌팟퐁커리,세비체,닭손질,소고기육개장,10012955.0,10017920.0,10026408.0,10012958.0,10043104.0,10037315.0,10001087.0,10035704.0,10017016.0,10010515.0
메인반찬,술안주,해물류,부침,10011279,고구마라떼,"메인반찬,술안주,해물류,부침 | 메인반찬,술안주,해물류,기타 | 메인반찬,다이어트,육류,무침 | 메인반찬,해장,건어물류,절임 | 메인반찬,명절,해물류,찜 | 메인반찬,명절,달걀/유제품,삶기 | 메인반찬,명절,콩/견과류,기타 | 스프,손님접대,해물류,기타",양파스프,토마토주스,홍합탕,대추,순두부국,단팥죽,대추차,참치야채죽,순두부탕,김치콩나물국,10011455.0,10011476.0,10011566.0,10008033.0,10011827.0,10012977.0,10011474.0,10011346.0,10011837.0,10011222.0
메인반찬,술안주,해물류,부침,10011282,아이스크림,"메인반찬,술안주,해물류,부침 | 메인반찬,다이어트,닭고기,절임 | 메인반찬,야식,콩/견과류,데치기 | 메인반찬,명절,기타,튀김 | 메인반찬,이유식,소고기,데치기 | 메인반찬,이유식,달걀/유제품,회 | 메인반찬,이유식,쌀,끓이기 | 메인반찬,이유식,밀가루,무침 | 찌개,초스피드,육류,조림 | 디저트,다이어트,소고기,데치기 | 퓨전,이유식,콩/견과류,부침 | 김치/젓갈/장류,푸드스타일링,닭고기,무침 | 양식,다이어트,기타,튀김 | 샐러드,간식,기타,튀김 | 스프,술안주,과일류,조림 | 스프,다이어트,육류,절임 | 스프,도시락,닭고기,끓이기 | 스프,명절,소고기,데치기",우유푸딩,오뎅,카라멜,어묵국,버섯죽,단팥죽,퐁듀,뱅쇼,짜장라면,밀크티,10011854.0,10012004.0,10007674.0,10012040.0,10010612.0,10012977.0,10003661.0,10012262.0,10000297.0,10011977.0
메인반찬,술안주,해물류,부침,10011284,정과,"메인반찬,술안주,해물류,부침 | 메인반찬,해장,건어물류,튀김 | 메인반찬,이유식,달걀/유제품,회 | 메인반찬,이유식,가공식품류,튀김 | 국/탕,일상,채소류,회 | 국/탕,도시락,닭고기,튀김 | 찌개,푸드스타일링,해물류,부침 | 디저트,손님접대,밀가루,굽기 | 디저트,술안주,채소류,삶기 | 디저트,술안주,콩/견과류,부침 | 디저트,술안주,콩/견과류,회 | 디저트,다이어트,버섯류,비빔 | 퓨전,명절,건어물류,튀김 | 퓨전,기타,가공식품류,굽기 | 김치/젓갈/장류,술안주,버섯류,굽기 | 김치/젓갈/장류,푸드스타일링,과일류,볶음 | 양념/소스/햄,초스피드,가공식품류,기타 | 양념/소스/햄,손님접대,달걀/유제품,회 | 양식,도시락,쌀,데치기 | 스프,명절,쌀,데치기",퓨레,편강,병조림,조청,콩포트,복숭아통조림,요거트,양파스프,유부주머니,매생이떡국,10011515.0,10017794.0,10012734.0,10011487.0,10012773.0,10012740.0,10010870.0,10011455.0,10006390.0,10012285.0
메인반찬,술안주,해물류,부침,10011285,젤리,"메인반찬,술안주,해물류,부침 | 메인반찬,술안주,쌀,데치기 | 메인반찬,술안주,곡류,회 | 메인반찬,영양식,밀가루,비빔 | 메인반찬,야식,달걀/유제품,절임 | 메인반찬,야식,과일류,튀김 | 메인반찬,푸드스타일링,소고기,조림 | 메인반찬,명절,가공식품류,끓이기 | 메인반찬,명절,곡류,비빔 | 메인반찬,명절,기타,튀김 | 메인반찬,이유식,소고기,데치기 | 메인반찬,이유식,돼지고기,절임 | 메인반찬,이유식,돼지고기,튀김 | 메인반찬,이유식,달걀/유제품,회 | 메인반찬,이유식,건어물류,절임 | 밥/죽/떡,술안주,해물류,기타 | 스프,해장,가공식품류,끓이기",리코타치즈,수정과,카라멜,전복죽,두부찌개,뚝배기불고기,초콜릿,게살스프,식혜,무국,10011850.0,10011479.0,10007674.0,10011653.0,10010547.0,10010475.0,10002324.0,10011748.0,10011484.0,10010528.0
메인반찬,술안주,해물류,조림,10011293,김치수제비,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,달걀/유제품,찜 | 메인반찬,술안주,버섯류,볶음 | 메인반찬,술안주,버섯류,끓이기 | 메인반찬,술안주,버섯류,무침 | 메인반찬,다이어트,소고기,부침 | 메인반찬,다이어트,쌀,삶기 | 메인반찬,다이어트,쌀,회 | 메인반찬,다이어트,곡류,절임 | 메인반찬,다이어트,곡류,굽기 | 메인반찬,간식,해물류,튀김 | 국/탕,초스피드,콩/견과류,튀김 | 국/탕,술안주,돼지고기,볶음 | 국/탕,도시락,가공식품류,회",부대찌개,장칼국수,청국장찌개,두부찌개,계란죽,감자수제비,감자국,소고기미역국,바지락칼국수,베트남쌀국수,10010767.0,10010577.0,10010542.0,10010547.0,10011342.0,10000570.0,10011221.0,10010506.0,10011623.0,10010582.0
메인반찬,술안주,해물류,조림,10011295,김치말이국수,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,건어물류,끓이기 | 메인반찬,술안주,버섯류,무침 | 메인반찬,다이어트,닭고기,튀김 | 메인반찬,다이어트,쌀,삶기 | 메인반찬,다이어트,과일류,무침 | 메인반찬,다이어트,곡류,굽기 | 메인반찬,기타,소고기,삶기 | 메인반찬,기타,달걀/유제품,굽기 | 밥/죽/떡,초스피드,해물류,조림 | 밥/죽/떡,초스피드,버섯류,무침 | 밥/죽/떡,손님접대,곡류,굽기 | 양식,기타,해물류,조림 | 양식,기타,쌀,회 | 양식,기타,건어물류,끓이기 | 양식,기타,버섯류,무침 | 샐러드,일상,닭고기,튀김 | 샐러드,일상,쌀,삶기 | 샐러드,일상,콩/견과류,절임 | 샐러드,일상,곡류,굽기 | 샐러드,야식,육류,무침 | 샐러드,푸드스타일링,채소류,무침",김치국수,메밀소바,냉라면,열무국수,냉국수,멸치국수,냉우동,물냉면,물국수,밀크티,10011303.0,10011313.0,10010957.0,10011307.0,10011309.0,10010960.0,10010787.0,10010581.0,10011314.0,10011977.0
메인반찬,술안주,해물류,조림,10011296,김치우동,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,가공식품류,삶기 | 메인반찬,술안주,쌀,회 | 메인반찬,다이어트,곡류,굽기 | 메인반찬,도시락,달걀/유제품,볶음 | 메인반찬,영양식,기타,절임 | 메인반찬,간식,육류,부침 | 메인반찬,간식,과일류,삶기 | 메인반찬,기타,소고기,삶기 | 메인반찬,기타,채소류,무침 | 국/탕,초스피드,버섯류,부침",짬뽕라면,순두부탕,홍합탕,어묵우동,순대국밥,비지찌개,대추차,팥죽,김치만두전골,조개탕,10011634.0,10011837.0,10011566.0,10012110.0,10011100.0,10010549.0,10011474.0,10012983.0,10011868.0,10011574.0
메인반찬,술안주,해물류,조림,10011297,된장수제비,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,달걀/유제품,찜 | 메인반찬,술안주,버섯류,끓이기 | 메인반찬,술안주,버섯류,무침 | 메인반찬,다이어트,곡류,굽기 | 메인반찬,영양식,닭고기,부침 | 메인반찬,해장,밀가루,데치기",들깨칼국수,칼제비,참치야채죽,참치김치찌개,명란젓찌개,국수장국,우렁된장찌개,들깨미역국,고추장수제비,당면찌개,10011300.0,10012297.0,10011346.0,10011269.0,10011606.0,10012289.0,10011274.0,10011092.0,10011651.0,10010556.0
메인반찬,술안주,해물류,조림,10011300,들깨칼국수,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,버섯류,무침 | 메인반찬,술안주,콩/견과류,굽기 | 메인반찬,다이어트,돼지고기,비빔 | 메인반찬,다이어트,곡류,굽기 | 메인반찬,해장,기타,회",참치야채죽,고추장수제비,돼지고기김치찌개,참치김치찌개,당면찌개,된장수제비,참치죽,명란젓찌개,어묵국수,카레밥,10011346.0,10011651.0,10010557.0,10011269.0,10010556.0,10011297.0,10012143.0,10011606.0,10012120.0,10010809.0
메인반찬,술안주,해물류,조림,10011303,김치국수,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,건어물류,끓이기 | 메인반찬,술안주,버섯류,무침 | 메인반찬,다이어트,쌀,삶기 | 메인반찬,다이어트,콩/견과류,절임 | 메인반찬,기타,채소류,무침 | 밥/죽/떡,초스피드,버섯류,무침 | 밥/죽/떡,손님접대,곡류,굽기 | 양식,기타,해물류,조림 | 양식,기타,버섯류,무침 | 샐러드,일상,닭고기,튀김 | 샐러드,일상,쌀,삶기 | 샐러드,일상,곡류,굽기",열무국수,물국수,냉국수,냉우동,멸치국수,냉라면,동치미국수,들깨칼국수,멸치칼국수,떡국면,10011307.0,10011314.0,10011309.0,10010787.0,10010960.0,10010957.0,10011311.0,10011300.0,10011306.0,10012128.0
메인반찬,술안주,해물류,조림,10011306,멸치칼국수,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,버섯류,무침 | 메인반찬,술안주,과일류,절임 | 메인반찬,이유식,육류,무침 | 양식,기타,버섯류,무침",대파라면,된장라면,두부된장국,칼제비,우유라면,카푸치노,국수장국,냉이된장찌개,꽁치찌개,카페모카,10012119.0,10008088.0,10012531.0,10012297.0,10011875.0,10011982.0,10012289.0,10010555.0,10011609.0,10011981.0
메인반찬,술안주,해물류,조림,10011307,열무국수,"메인반찬,술안주,해물류,조림 | 메인반찬,다이어트,쌀,삶기 | 메인반찬,다이어트,곡류,굽기 | 디저트,이유식,버섯류,무침 | 밥/죽/떡,초스피드,건어물류,끓이기 | 밥/죽/떡,초스피드,버섯류,무침 | 밥/죽/떡,손님접대,쌀,삶기 | 밥/죽/떡,손님접대,곡류,굽기 | 밥/죽/떡,술안주,달걀/유제품,볶음 | 밥/죽/떡,다이어트,닭고기,부침 | 밥/죽/떡,간식,소고기,무침 | 양식,기타,돼지고기,튀김 | 양식,기타,해물류,조림 | 양식,기타,버섯류,무침 | 샐러드,일상,쌀,삶기 | 샐러드,일상,곡류,굽기 | 샐러드,다이어트,밀가루,볶음",김치국수,냉우동,동치미국수,냉국수,물국수,물냉면,쫄쫄면,곤드레나물밥,감자삶는법,냉칼국수,10011303.0,10010787.0,10011311.0,10011309.0,10011314.0,10010581.0,10018901.0,10006387.0,10011496.0,10011310.0
메인반찬,술안주,해물류,조림,10011309,냉국수,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,건어물류,끓이기 | 메인반찬,다이어트,닭고기,튀김 | 메인반찬,다이어트,곡류,굽기 | 메인반찬,기타,소고기,삶기 | 메인반찬,기타,돼지고기,회 | 디저트,이유식,해물류,조림 | 밥/죽/떡,손님접대,곡류,굽기 | 양식,기타,해물류,조림 | 양식,기타,쌀,회 | 양식,기타,버섯류,무침 | 샐러드,일상,돼지고기,비빔 | 샐러드,일상,닭고기,튀김 | 샐러드,영양식,밀가루,데치기",김치국수,동치미국수,멸치국수,열무국수,고동,물만두,토마토주스,오이냉국,냉라면,양송이스프,10011303.0,10011311.0,10010960.0,10011307.0,10011766.0,10011315.0,10011476.0,10011231.0,10010957.0,10011458.0
메인반찬,술안주,해물류,조림,10011310,냉칼국수,"메인반찬,술안주,해물류,조림 | 국/탕,초스피드,쌀,굽기 | 양식,기타,버섯류,무침 | 샐러드,일상,곡류,굽기 | 샐러드,영양식,밀가루,데치기",푸실리,삼겹살보쌈,파팔레,카펠리니,오톨라나,등뼈수육,포타주,배꿀단지,다슬기,황태무국,10015151.0,10064478.0,10065775.0,10065774.0,10009712.0,10065212.0,10011465.0,10012831.0,10011773.0,10012511.0
메인반찬,술안주,해물류,조림,10011311,동치미국수,"메인반찬,술안주,해물류,조림 | 메인반찬,다이어트,쌀,삶기 | 디저트,이유식,쌀,회 | 양식,기타,해물류,조림 | 양식,기타,쌀,회 | 양식,기타,버섯류,무침 | 샐러드,일상,쌀,삶기 | 샐러드,일상,곡류,굽기 | 샐러드,푸드스타일링,소고기,삶기",냉칼국수,완두콩,양배추삶는법,양상추샐러드,다슬기,유부,딸기우유,떡국면,물만두,삼겹살보쌈,10011310.0,10064707.0,10064575.0,10036154.0,10011773.0,10012855.0,10012812.0,10012128.0,10011315.0,10064478.0
메인반찬,술안주,해물류,조림,10011313,메밀소바,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,건어물류,끓이기 | 메인반찬,다이어트,돼지고기,비빔 | 메인반찬,다이어트,달걀/유제품,조림 | 메인반찬,다이어트,밀가루,회 | 메인반찬,다이어트,과일류,무침 | 메인반찬,다이어트,콩/견과류,절임 | 메인반찬,영양식,소고기,기타 | 메인반찬,이유식,건어물류,튀김 | 국/탕,일상,건어물류,부침 | 국/탕,초스피드,닭고기,삶기 | 국/탕,도시락,기타,찜 | 디저트,손님접대,버섯류,볶음 | 밥/죽/떡,초스피드,달걀/유제품,찜 | 밥/죽/떡,초스피드,쌀,회 | 밥/죽/떡,초스피드,버섯류,무침 | 밥/죽/떡,영양식,가공식품류,데치기 | 양식,기타,해물류,조림 | 양식,기타,쌀,회 | 양식,기타,건어물류,끓이기 | 양식,기타,버섯류,무침 | 샐러드,일상,돼지고기,비빔 | 샐러드,일상,과일류,무침 | 샐러드,일상,곡류,굽기 | 빵,야식,닭고기,부침 | 빵,명절,돼지고기,끓이기",김치말이국수,냉국수,김치국수,열무국수,냉라면,밀크티,김치죽,냉우동,멸치국수,묵,10011295.0,10011309.0,10011303.0,10011307.0,10010957.0,10011977.0,10011334.0,10010787.0,10010960.0,10012392.0
메인반찬,술안주,해물류,조림,10011314,물국수,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,건어물류,끓이기 | 메인반찬,술안주,버섯류,무침 | 메인반찬,도시락,달걀/유제품,볶음 | 밥/죽/떡,초스피드,버섯류,무침 | 양식,기타,건어물류,끓이기 | 양식,기타,버섯류,무침 | 샐러드,일상,곡류,굽기",바지락수제비,멸치칼국수,칼제비,굴국밥,도다리쑥국,나가사키짬뽕,고추장수제비,대파라면,해물수제비,국수장국,10011641.0,10011306.0,10012297.0,10011657.0,10011588.0,10011630.0,10011651.0,10012119.0,10011633.0,10012289.0
메인반찬,술안주,해물류,조림,10011315,물만두,"메인반찬,술안주,해물류,조림 | 메인반찬,술안주,건어물류,끓이기 | 메인반찬,이유식,밀가루,비빔 | 면/만두,손님접대,닭고기,회 | 양식,기타,채소류,볶음 | 양식,기타,해물류,조림",고구마카레,새우젓국,단호박라떼,어묵꼬치탕,냉이된장찌개,토마토카레라이스,돼지갈비탕,피제비,콩나물찌개,오색떡국,10011198.0,10012895.0,10013745.0,10012062.0,10010555.0,10011341.0,10010722.0,10011377.0,10010766.0,10012286.0
메인반찬,술안주,해물류,무침,10011319,단호박죽,"메인반찬,술안주,해물류,무침 | 메인반찬,다이어트,돼지고기,찜 | 메인반찬,다이어트,쌀,굽기 | 메인반찬,도시락,과일류,부침 | 메인반찬,야식,육류,볶음 | 메인반찬,해장,밀가루,회 | 메인반찬,명절,콩/견과류,무침 | 국/탕,일상,채소류,부침 | 국/탕,술안주,밀가루,튀김 | 국/탕,술안주,곡류,찜 | 국/탕,다이어트,쌀,부침 | 국/탕,도시락,돼지고기,회",계란죽,아욱국,달걀죽,초계탕,소고기무국,짜장라면,단호박스프,채소죽,참치김치찌개,버섯찌개,10011342.0,10011229.0,10011884.0,10010921.0,10010505.0,10000297.0,10011449.0,10011340.0,10011269.0,10010552.0
메인반찬,술안주,해물류,무침,10011321,호박죽,"메인반찬,술안주,해물류,무침 | 메인반찬,다이어트,닭고기,삶기 | 메인반찬,다이어트,쌀,굽기 | 메인반찬,다이어트,콩/견과류,튀김 | 메인반찬,야식,육류,볶음 | 메인반찬,야식,기타,부침 | 메인반찬,해장,밀가루,회 | 메인반찬,명절,콩/견과류,무침 | 국/탕,손님접대,버섯류,볶음 | 국/탕,술안주,곡류,찜 | 밥/죽/떡,푸드스타일링,콩/견과류,무침 | 퓨전,푸드스타일링,육류,볶음",닭죽,단호박죽,소고기무국,버섯찌개,명란젓찌개,유부전골,짜장라면,들깨미역국,타락죽,시래기국,10010971.0,10011319.0,10010505.0,10010552.0,10011606.0,10011103.0,10000297.0,10011092.0,10011895.0,10011236.0
메인반찬,술안주,해물류,무침,10011323,콩나물국밥,"메인반찬,술안주,해물류,무침 | 메인반찬,술안주,밀가루,회 | 메인반찬,야식,육류,볶음 | 국/탕,초스피드,가공식품류,무침 | 국/탕,초스피드,가공식품류,튀김 | 국/탕,초스피드,쌀,절임 | 국/탕,손님접대,채소류,삶기",김치콩나물국밥,우거지된장국,황태콩나물국,시래기된장국,김치콩나물국,콩나물김치국,황태콩나물해장국,황태계란국,황태감자국,배추된장국,10011339.0,10011237.0,10012509.0,10011224.0,10011222.0,10011238.0,10012515.0,10011830.0,10012513.0,10011219.0
메인반찬,술안주,해물류,무침,10011328,시래기밥,"메인반찬,술안주,해물류,무침 | 메인반찬,야식,가공식품류,회 | 메인반찬,푸드스타일링,달걀/유제품,찜 | 메인반찬,해장,밀가루,회 | 메인반찬,명절,달걀/유제품,볶음 | 국/탕,술안주,과일류,볶음 | 밥/죽/떡,초스피드,해물류,무침 | 밥/죽/떡,초스피드,건어물류,부침 | 퓨전,다이어트,건어물류,부침 | 샐러드,영양식,밀가루,회",취나물밥,해물라면,해물칼국수,닭개장,토마토라면,옹심이,냉이된장국,김치떡국,시래기국,닭계장,10011332.0,10011631.0,10011629.0,10010909.0,10012126.0,10011508.0,10011223.0,10011499.0,10011236.0,10010913.0
메인반찬,술안주,해물류,무침,10011332,취나물밥,"메인반찬,술안주,해물류,무침 | 메인반찬,술안주,건어물류,부침 | 메인반찬,해장,밀가루,회 | 메인반찬,명절,달걀/유제품,볶음 | 밥/죽/떡,영양식,육류,볶음 | 밥/죽/떡,야식,밀가루,회 | 퓨전,다이어트,건어물류,부침 | 퓨전,명절,곡류,굽기 | 양식,기타,해물류,무침",시래기밥,고구마밥,곤드레나물밥,채소죽,옥수수밥,양파스프,야채스프,브로콜리스프,김치떡국,고구마죽,10011328.0,10011337.0,10006387.0,10011340.0,10012353.0,10011455.0,10011037.0,10011451.0,10011499.0,10013105.0
