category_type_level,category_situation_level,category_ingredient_level,category_method_level,id,food_name,category,음식1,음식2,음식3,음식4,음식5,음식6,음식7,음식8,음식9,음식10,음식1_id,음식2_id,음식3_id,음식4_id,음식5_id,음식6_id,음식7_id,음식8_id,음식9_id,음식10_id
밑반찬,일상,가공식품류,조림,10001142,전복손질,"밑반찬,일상,가공식품류,조림 | 밑반찬,간식,버섯류,데치기 | 메인반찬,술안주,가공식품류,조림 | 메인반찬,해장,버섯류,데치기 | 퓨전,영양식,곡류,끓이기 | 양념/소스/햄,일상,버섯류,데치기 | 스프,다이어트,곡류,끓이기 | 스프,푸드스타일링,버섯류,데치기 | 빵,초스피드,과일류,기타 | 빵,도시락,가공식품류,조림",호두볶음,무화과잼,꽃게손질,복숭아잼,다슬기,블루베리잼,바게트샌드위치,즙,파프리카,도다리쑥국,10001983.0,10012772.0,10011767.0,10012774.0,10011773.0,10012770.0,10001500.0,10017160.0,10014849.0,10011588.0
밑반찬,일상,가공식품류,무침,10001147,달걀볶음,"밑반찬,일상,가공식품류,무침 | 밑반찬,일상,가공식품류,비빔 | 밑반찬,일상,가공식품류,굽기 | 밑반찬,일상,쌀,조림 | 밑반찬,일상,쌀,찜 | 밑반찬,초스피드,건어물류,굽기 | 밑반찬,초스피드,건어물류,데치기 | 밑반찬,초스피드,버섯류,절임 | 밑반찬,손님접대,육류,조림 | 밑반찬,도시락,해물류,끓이기 | 밑반찬,도시락,달걀/유제품,부침 | 밑반찬,도시락,버섯류,끓이기 | 밑반찬,간식,버섯류,기타",불닭볶음면,달걀볶음밥,미트볼스파게티,마늘쫑볶음,참치볶음밥,계란볶음,볶음국수,펜네파스타,게살볶음밥,카레볶음밥,10000445.0,10000481.0,10000074.0,10000018.0,10000799.0,10000533.0,10000279.0,10000761.0,10001043.0,10000318.0
밑반찬,일상,가공식품류,무침,10001148,부추달걀볶음,"밑반찬,일상,가공식품류,무침 | 밑반찬,일상,가공식품류,비빔 | 밑반찬,초스피드,쌀,비빔 | 밑반찬,초스피드,건어물류,굽기 | 밑반찬,도시락,해물류,볶음",에그스크램블,부추계란볶음,어묵볶음밥,볶음김치,떡갈비볶음밥,참치김치덮밥,스팸김치볶음밥,총각김치볶음밥,돼지고기가지볶음,공심채볶음,10001155.0,10001150.0,10001414.0,10000227.0,10000608.0,10001403.0,10001396.0,10000785.0,10000202.0,10000708.0
밑반찬,일상,가공식품류,무침,10001150,부추계란볶음,"밑반찬,일상,가공식품류,무침 | 밑반찬,초스피드,쌀,비빔 | 밑반찬,초스피드,밀가루,튀김 | 밑반찬,초스피드,건어물류,굽기 | 밑반찬,다이어트,돼지고기,튀김 | 밑반찬,간식,버섯류,회",콩불,해물덮밥,돼지고기주물럭,부추달걀볶음,해물볶음,삼겹살김치볶음,오뎅볶음,공심채볶음,볶음김치,명엽채볶음,10000253.0,10001046.0,10000256.0,10001148.0,10000975.0,10000258.0,10001290.0,10000708.0,10000227.0,10001717.0
밑반찬,일상,가공식품류,무침,10001152,메추리알볶음,"밑반찬,일상,가공식품류,무침",마늘쫑새우볶음,베이글버거,호박덮밥,김치치즈프라이드,쇠간볶음,햄감자채볶음,베이컨스크램블,쑥갓나물,만두소,라면스프,10001175.0,10001925.0,10000791.0,10001353.0,10006731.0,10001311.0,10001259.0,10065269.0,10002598.0,10000351.0
밑반찬,일상,가공식품류,무침,10001154,시금치볶음,"밑반찬,일상,가공식품류,무침 | 밑반찬,일상,콩/견과류,찜 | 밑반찬,초스피드,육류,절임 | 밑반찬,초스피드,쌀,무침 | 밑반찬,초스피드,건어물류,데치기 | 밑반찬,간식,채소류,삶기 | 밑반찬,간식,쌀,무침 | 밑반찬,간식,버섯류,부침 | 밑반찬,간식,버섯류,회",햄볶음,치즈볶음밥,오이볶음,감자채볶음,부추계란볶음,대패삼겹살볶음,건새우볶음,소고기볶음밥,스팸볶음밥,소고기고추장볶음,10001297.0,10000475.0,10000052.0,10000663.0,10001150.0,10000209.0,10000942.0,10000099.0,10000621.0,10000001.0
밑반찬,일상,가공식품류,무침,10001155,에그스크램블,"밑반찬,일상,가공식품류,무침 | 밑반찬,일상,쌀,볶음 | 밑반찬,초스피드,밀가루,볶음 | 밑반찬,손님접대,해물류,굽기 | 밑반찬,도시락,소고기,조림",부추달걀볶음,콩나물볶음밥,소고기볶음밥,고구마순볶음,미역볶음,볶음김치,햄김치볶음밥,야끼우동,카레파스타,참치파스타,10001148.0,10000778.0,10000099.0,10000009.0,10000020.0,10000227.0,10000800.0,10001031.0,10000133.0,10001385.0
밑반찬,일상,가공식품류,무침,10001156,토달볶,"밑반찬,일상,가공식품류,무침 | 밑반찬,초스피드,쌀,튀김 | 밑반찬,초스피드,밀가루,찜 | 밑반찬,초스피드,건어물류,굽기 | 밑반찬,손님접대,해물류,굽기 | 밑반찬,도시락,닭고기,회 | 밑반찬,도시락,해물류,무침 | 밑반찬,도시락,달걀/유제품,부침",양배추덮밥,베이컨김치볶음밥,건새우볶음,부추계란볶음,공심채볶음,콩불,부추달걀볶음,해물볶음,에그스크램블,두부면볶음,10000782.0,10000787.0,10000942.0,10001150.0,10000708.0,10000253.0,10001148.0,10000975.0,10001155.0,10000288.0
밑반찬,일상,가공식품류,무침,10001157,계란장,"밑반찬,일상,가공식품류,무침 | 메인반찬,술안주,가공식품류,무침 | 메인반찬,다이어트,버섯류,무침 | 메인반찬,해장,버섯류,회 | 찌개,푸드스타일링,가공식품류,무침 | 찌개,푸드스타일링,가공식품류,회 | 김치/젓갈/장류,간식,가공식품류,무침 | 김치/젓갈/장류,간식,가공식품류,비빔 | 김치/젓갈/장류,간식,가공식품류,굽기 | 김치/젓갈/장류,간식,가공식품류,회 | 김치/젓갈/장류,간식,가공식품류,기타 | 김치/젓갈/장류,야식,건어물류,굽기 | 김치/젓갈/장류,야식,건어물류,데치기 | 김치/젓갈/장류,야식,버섯류,무침 | 김치/젓갈/장류,기타,쌀,찜 | 양식,기타,가공식품류,무침 | 양식,기타,가공식품류,비빔 | 양식,기타,쌀,찜 | 샐러드,일상,건어물류,굽기",달걀장,마약계란,노른자장,짜박이,오이지,마리네이드,오이피클,매실장아찌,매실청,레몬청,10011795.0,10011789.0,10011809.0,10011273.0,10011373.0,10037659.0,10053005.0,10036087.0,10036164.0,10012785.0
밑반찬,일상,가공식품류,무침,10001158,메추리알,"밑반찬,일상,가공식품류,무침 | 메인반찬,술안주,가공식품류,무침 | 메인반찬,술안주,가공식품류,비빔 | 메인반찬,푸드스타일링,밀가루,튀김 | 국/탕,이유식,밀가루,삶기 | 찌개,푸드스타일링,가공식품류,비빔 | 디저트,일상,해물류,볶음 | 퓨전,이유식,기타,튀김 | 양식,도시락,소고기,볶음 | 양식,기타,가공식품류,비빔 | 양식,기타,쌀,찜 | 샐러드,일상,건어물류,굽기 | 샐러드,초스피드,곡류,부침 | 샐러드,초스피드,곡류,기타 | 샐러드,도시락,쌀,찜 | 샐러드,도시락,밀가루,튀김 | 스프,초스피드,해물류,볶음",돼지고기수육,감동란,스터프드에그,감자삶는법,냉모밀,라면샐러드,냉우동,동치미국수,물냉면,삼겹살수육,10010709.0,10011792.0,10018054.0,10011496.0,10012395.0,10018801.0,10010787.0,10011311.0,10010581.0,10064477.0
밑반찬,일상,가공식품류,무침,10001161,스팸볶음,"밑반찬,일상,가공식품류,무침 | 밑반찬,일상,쌀,절임 | 밑반찬,초스피드,버섯류,기타 | 밑반찬,초스피드,과일류,볶음 | 밑반찬,손님접대,해물류,삶기 | 밑반찬,다이어트,닭고기,데치기 | 밑반찬,영양식,쌀,찜 | 메인반찬,손님접대,해물류,끓이기 | 메인반찬,손님접대,곡류,데치기",참치볶음,햄볶음,닭고기볶음,오뎅볶음,공심채볶음,어묵잡채,제육덮밥,경장육사,토마토볶음,참치김치볶음,10001296.0,10001297.0,10000384.0,10001290.0,10000708.0,10001320.0,10000302.0,10000425.0,10000894.0,10001302.0
밑반찬,일상,가공식품류,비빔,10001171,카레라이스,"밑반찬,일상,가공식품류,비빔 | 메인반찬,술안주,소고기,찜 | 메인반찬,술안주,돼지고기,무침 | 메인반찬,술안주,돼지고기,삶기 | 메인반찬,술안주,닭고기,절임 | 메인반찬,술안주,닭고기,회 | 메인반찬,술안주,육류,튀김 | 메인반찬,술안주,육류,굽기 | 메인반찬,술안주,채소류,끓이기 | 메인반찬,술안주,채소류,기타 | 메인반찬,술안주,해물류,무침 | 메인반찬,술안주,달걀/유제품,볶음 | 메인반찬,술안주,달걀/유제품,절임 | 메인반찬,술안주,가공식품류,굽기 | 메인반찬,술안주,쌀,튀김 | 메인반찬,술안주,쌀,기타 | 메인반찬,술안주,밀가루,비빔 | 메인반찬,술안주,건어물류,부침 | 메인반찬,술안주,콩/견과류,찜 | 메인반찬,술안주,콩/견과류,데치기 | 메인반찬,술안주,기타,볶음 | 메인반찬,다이어트,닭고기,무침 | 메인반찬,다이어트,해물류,끓이기 | 메인반찬,다이어트,달걀/유제품,무침 | 메인반찬,다이어트,쌀,굽기 | 메인반찬,다이어트,과일류,비빔 | 메인반찬,다이어트,콩/견과류,튀김 | 메인반찬,도시락,돼지고기,조림 | 메인반찬,간식,기타,비빔 | 메인반찬,야식,육류,볶음 | 메인반찬,해장,해물류,볶음 | 메인반찬,해장,달걀/유제품,조림 | 메인반찬,해장,밀가루,회 | 메인반찬,해장,건어물류,끓이기 | 메인반찬,해장,과일류,볶음 | 메인반찬,해장,과일류,무침 | 메인반찬,해장,콩/견과류,절임 | 메인반찬,명절,닭고기,비빔 | 메인반찬,명절,채소류,데치기 | 메인반찬,명절,콩/견과류,무침 | 국/탕,일상,채소류,부침 | 국/탕,술안주,건어물류,데치기 | 찌개,해장,닭고기,기타 | 스프,다이어트,건어물류,기타",미역국,수제비,카레덮밥,국,전골,된장찌개,짬뽕,칼국수,떡국,스튜,10010510.0,10007650.0,10000476.0,10010513.0,10010500.0,10010536.0,10000449.0,10004529.0,10010521.0,10001072.0
밑반찬,일상,가공식품류,비빔,10001172,계란범벅,"밑반찬,일상,가공식품류,비빔 | 밑반찬,초스피드,버섯류,부침 | 국/탕,영양식,가공식품류,비빔 | 국/탕,간식,건어물류,데치기 | 국/탕,간식,버섯류,회 | 국/탕,해장,돼지고기,삶기 | 찌개,일상,기타,비빔 | 스프,손님접대,가공식품류,비빔 | 스프,영양식,돼지고기,삶기",매생이계란말이,명란계란말이,두부김치전,달걀프라이,시금치계란말이,바게트샌드위치,달걀만두,부리또,소박이,참치계란말이,10022102.0,10022089.0,10021814.0,10022108.0,10022097.0,10001500.0,10022126.0,10000163.0,10022813.0,10022091.0
밑반찬,일상,가공식품류,비빔,10001173,달걀,"밑반찬,일상,가공식품류,비빔 | 밑반찬,명절,달걀/유제품,회 | 메인반찬,술안주,가공식품류,튀김 | 메인반찬,술안주,쌀,찜 | 메인반찬,야식,달걀/유제품,부침 | 국/탕,도시락,해물류,볶음 | 찌개,초스피드,소고기,찜 | 찌개,푸드스타일링,가공식품류,무침 | 디저트,명절,채소류,부침 | 퓨전,다이어트,가공식품류,무침 | 퓨전,푸드스타일링,해물류,볶음 | 퓨전,이유식,기타,튀김 | 퓨전,기타,소고기,찜 | 김치/젓갈/장류,일상,육류,볶음 | 양식,기타,가공식품류,무침 | 양식,기타,가공식품류,데치기 | 양식,기타,쌀,찜 | 샐러드,간식,기타,무침 | 샐러드,야식,소고기,찜 | 샐러드,해장,가공식품류,무침 | 스프,초스피드,해물류,볶음 | 스프,손님접대,가공식품류,무침 | 스프,손님접대,쌀,찜 | 스프,푸드스타일링,콩/견과류,볶음 | 스프,명절,소고기,찜",메추리알,계란,맥반석계란,초코케이크,에그,구운계란,소고기찹스테이크,베이글,라이스,아지타마고,10001158.0,10002940.0,10016168.0,10029277.0,10002913.0,10018124.0,10000044.0,10000185.0,10000109.0,10011803.0
밑반찬,일상,가공식품류,비빔,10001175,마늘쫑새우볶음,"밑반찬,일상,가공식품류,비빔",소고기볶음면,팟시금치무쌉,철판뽀끼,메추리알볶음,차우면,완추면,초마면,만두소,김치치즈프라이드,아메리카브랙퍼스트,10000088.0,10000820.0,10000094.0,10001152.0,10000093.0,10000090.0,10000262.0,10002598.0,10001353.0,10001263.0
밑반찬,일상,가공식품류,비빔,10001178,부추볶음,"밑반찬,일상,가공식품류,비빔 | 밑반찬,초스피드,쌀,무침 | 밑반찬,초스피드,건어물류,데치기 | 밑반찬,손님접대,소고기,데치기 | 밑반찬,도시락,달걀/유제품,삶기 | 밑반찬,도시락,기타,기타 | 밑반찬,영양식,달걀/유제품,볶음 | 밑반찬,간식,쌀,무침 | 밑반찬,간식,밀가루,절임 | 밑반찬,야식,돼지고기,기타",표고버섯볶음,오이볶음,건새우볶음,어묵잡채,게살볶음밥,잡채덮밥,볶음쌀국수,참치볶음밥,잔멸치볶음,미역줄기볶음,10000005.0,10000052.0,10000942.0,10001320.0,10001043.0,10000327.0,10000069.0,10000799.0,10000943.0,10000934.0
밑반찬,일상,가공식품류,비빔,10001181,프리타타,"밑반찬,일상,가공식품류,비빔 | 밑반찬,일상,쌀,볶음 | 밑반찬,초스피드,버섯류,찜 | 밑반찬,도시락,소고기,회 | 밑반찬,도시락,달걀/유제품,부침 | 밑반찬,간식,과일류,튀김 | 밑반찬,명절,달걀/유제품,회 | 메인반찬,술안주,달걀/유제품,튀김 | 메인반찬,술안주,쌀,볶음 | 메인반찬,술안주,밀가루,조림 | 국/탕,영양식,해물류,튀김 | 국/탕,영양식,가공식품류,튀김 | 국/탕,영양식,쌀,볶음 | 국/탕,영양식,기타,무침 | 국/탕,간식,소고기,절임 | 국/탕,간식,버섯류,찜 | 국/탕,해장,닭고기,무침 | 국/탕,명절,해물류,절임 | 국/탕,명절,해물류,굽기 | 찌개,초스피드,소고기,볶음 | 찌개,손님접대,육류,조림 | 찌개,술안주,달걀/유제품,회 | 찌개,간식,소고기,절임 | 퓨전,다이어트,가공식품류,비빔 | 퓨전,다이어트,가공식품류,데치기 | 퓨전,다이어트,쌀,볶음 | 퓨전,영양식,곡류,회 | 퓨전,명절,과일류,튀김 | 퓨전,이유식,버섯류,부침 | 스프,손님접대,해물류,튀김 | 스프,손님접대,달걀/유제품,데치기 | 스프,손님접대,쌀,볶음 | 스프,손님접대,밀가루,조림 | 스프,술안주,버섯류,찜 | 스프,다이어트,과일류,찜 | 스프,다이어트,곡류,회 | 스프,간식,육류,끓이기 | 스프,간식,육류,무침 | 스프,간식,해물류,굽기 | 스프,간식,달걀/유제품,부침 | 스프,푸드스타일링,해물류,끓이기 | 스프,푸드스타일링,밀가루,기타 | 스프,푸드스타일링,건어물류,부침 | 스프,푸드스타일링,버섯류,비빔 | 스프,푸드스타일링,과일류,튀김 | 스프,해장,가공식품류,절임 | 스프,해장,기타,데치기 | 스프,명절,소고기,볶음 | 스프,기타,달걀/유제품,회 | 빵,술안주,돼지고기,부침",두부스테이크,시금치프리타타,감자구이,갈비,오징어,식빵피자,새우구이,에그슬럿,라따뚜이,카나페,10005600.0,10000813.0,10002741.0,10000569.0,10001133.0,10001520.0,10002816.0,10001274.0,10000500.0,10003709.0
밑반찬,일상,가공식품류,튀김,10001186,볶이,"밑반찬,일상,가공식품류,튀김 | 밑반찬,일상,쌀,회 | 밑반찬,초스피드,닭고기,무침 | 밑반찬,초스피드,과일류,무침 | 밑반찬,술안주,돼지고기,회 | 밑반찬,다이어트,육류,부침 | 밑반찬,영양식,돼지고기,끓이기 | 밑반찬,푸드스타일링,소고기,데치기 | 밑반찬,푸드스타일링,소고기,회 | 밑반찬,푸드스타일링,돼지고기,삶기 | 밑반찬,푸드스타일링,닭고기,볶음 | 밑반찬,푸드스타일링,육류,조림 | 밑반찬,푸드스타일링,육류,무침 | 밑반찬,해장,소고기,튀김 | 메인반찬,도시락,달걀/유제품,데치기 | 메인반찬,야식,가공식품류,비빔 | 메인반찬,해장,가공식품류,끓이기 | 메인반찬,이유식,소고기,데치기 | 메인반찬,이유식,소고기,회 | 메인반찬,이유식,육류,무침 | 메인반찬,이유식,육류,비빔 | 스프,명절,닭고기,부침 | 스프,이유식,채소류,찜",치즈떡볶이,카레떡볶이,짜장떡볶이,쫄볶이,멸치볶음,야끼소바,까르보나라떡볶이,치즈파스타,애호박볶음,훈제오리볶음,10001215.0,10001665.0,10001659.0,10007606.0,10000936.0,10000280.0,10001220.0,10000595.0,10000025.0,10000530.0
밑반찬,일상,가공식품류,튀김,10001187,치즈라볶이,"밑반찬,일상,가공식품류,튀김 | 밑반찬,일상,쌀,데치기 | 밑반찬,일상,밀가루,볶음 | 밑반찬,초스피드,과일류,조림 | 밑반찬,푸드스타일링,소고기,데치기 | 밑반찬,푸드스타일링,돼지고기,볶음 | 메인반찬,술안주,쌀,데치기 | 메인반찬,명절,기타,튀김 | 메인반찬,이유식,소고기,데치기",깨강정,무나물,소고기가지볶음,고추장파스타,돼지껍데기볶음,호박볶음,무나물볶음,춘장,볶음밥그라탕,닭고기볶음,10007166.0,10000019.0,10000003.0,10001645.0,10000207.0,10000667.0,10000671.0,10000342.0,10000505.0,10000384.0
밑반찬,일상,가공식품류,삶기,10001198,크림우동,"밑반찬,일상,가공식품류,삶기 | 밑반찬,초스피드,육류,데치기 | 메인반찬,초스피드,과일류,기타 | 메인반찬,술안주,달걀/유제품,찜 | 메인반찬,술안주,가공식품류,삶기 | 메인반찬,명절,기타,삶기 | 밥/죽/떡,초스피드,버섯류,절임 | 밥/죽/떡,손님접대,곡류,굽기",황태해장국,오징어국,황태국,콤포트,굴국밥,콩나물국밥,오징어짬뽕,오뎅국,두부탕,참깨,10011839.0,10011571.0,10012505.0,10012806.0,10011657.0,10011323.0,10011635.0,10012045.0,10011834.0,10000853.0
밑반찬,일상,가공식품류,굽기,10001204,계란덮밥,"밑반찬,일상,가공식품류,굽기 | 밑반찬,일상,콩/견과류,데치기 | 밑반찬,초스피드,소고기,조림 | 밑반찬,초스피드,닭고기,삶기 | 밑반찬,초스피드,육류,회 | 밑반찬,초스피드,버섯류,부침 | 밑반찬,도시락,소고기,튀김 | 밑반찬,도시락,육류,볶음 | 밑반찬,간식,과일류,무침 | 메인반찬,술안주,가공식품류,굽기 | 메인반찬,다이어트,버섯류,부침 | 국/탕,영양식,가공식품류,굽기 | 국/탕,간식,건어물류,데치기 | 국/탕,간식,버섯류,부침 | 국/탕,야식,곡류,튀김 | 찌개,푸드스타일링,해물류,무침 | 밥/죽/떡,초스피드,가공식품류,굽기 | 밥/죽/떡,간식,건어물류,끓이기 | 스프,술안주,버섯류,부침",오리주물럭,시금치볶음,치즈파스타,오리불고기,불닭볶음면,바질페스토파스타,달걀볶음,고추장불고기,달걀덮밥,달걀볶음밥,10000546.0,10001154.0,10000595.0,10000420.0,10000445.0,10000862.0,10001147.0,10000046.0,10000473.0,10000481.0
밑반찬,일상,가공식품류,굽기,10001206,간장계란밥,"밑반찬,일상,가공식품류,굽기 | 밑반찬,초스피드,닭고기,삶기 | 밑반찬,초스피드,버섯류,부침 | 국/탕,영양식,가공식품류,굽기 | 국/탕,간식,버섯류,부침 | 찌개,푸드스타일링,가공식품류,무침 | 밥/죽/떡,초스피드,가공식품류,굽기 | 밥/죽/떡,초스피드,건어물류,부침 | 밥/죽/떡,손님접대,닭고기,삶기 | 밥/죽/떡,손님접대,쌀,굽기 | 밥/죽/떡,손님접대,버섯류,부침 | 밥/죽/떡,손님접대,콩/견과류,튀김 | 퓨전,푸드스타일링,해물류,찜 | 스프,손님접대,가공식품류,굽기",계란밥,달걀밥,버터밥,간장밥,계란말이주먹밥,돌솥비빔밥,치킨도리아,콩불,아보카도비빔밥,치즈밥,10001210.0,10011898.0,10011893.0,10001225.0,10001217.0,10041744.0,10000472.0,10000253.0,10041760.0,10003100.0
밑반찬,일상,가공식품류,굽기,10001210,계란밥,"밑반찬,일상,가공식품류,굽기 | 밑반찬,초스피드,버섯류,부침 | 밑반찬,간식,과일류,무침 | 메인반찬,손님접대,채소류,무침 | 밥/죽/떡,초스피드,가공식품류,굽기 | 밥/죽/떡,손님접대,버섯류,부침 | 밥/죽/떡,손님접대,콩/견과류,튀김 | 밥/죽/떡,술안주,육류,삶기 | 밥/죽/떡,술안주,곡류,튀김 | 퓨전,다이어트,가공식품류,굽기 | 퓨전,도시락,버섯류,부침 | 스프,술안주,버섯류,부침 | 스프,술안주,콩/견과류,튀김 | 스프,푸드스타일링,밀가루,회 | 빵,도시락,가공식품류,굽기",달걀밥,간장밥,간장계란밥,고추장삼겹살,소고기찹스테이크,버터밥,탄탄면,큐브스테이크,푸실리파스타,폭찹,10011898.0,10001225.0,10001206.0,10002453.0,10000044.0,10011893.0,10011878.0,10000170.0,10001117.0,10002462.0
밑반찬,일상,가공식품류,굽기,10001212,계란말이밥,"밑반찬,일상,가공식품류,굽기 | 밑반찬,영양식,달걀/유제품,찜 | 밑반찬,영양식,쌀,회 | 국/탕,영양식,가공식품류,굽기 | 국/탕,영양식,쌀,기타 | 국/탕,이유식,쌀,회 | 국/탕,이유식,건어물류,끓이기 | 국/탕,이유식,버섯류,무침 | 국/탕,기타,과일류,무침 | 면/만두,영양식,기타,굽기 | 밥/죽/떡,간식,쌀,회 | 스프,손님접대,가공식품류,굽기 | 스프,야식,쌀,회",달걀말이밥,계란말이김밥,달걀프라이,계란말이주먹밥,밥말이,참치계란말이,매생이계란말이,맛살계란말이,시금치계란말이,계란김밥,10001221.0,10001226.0,10022108.0,10001217.0,10006382.0,10022091.0,10022102.0,10022094.0,10022097.0,10006256.0
밑반찬,일상,가공식품류,굽기,10001215,치즈떡볶이,"밑반찬,일상,가공식품류,굽기 | 밑반찬,일상,버섯류,비빔 | 밑반찬,초스피드,버섯류,부침 | 밑반찬,초스피드,콩/견과류,튀김 | 밑반찬,손님접대,달걀/유제품,끓이기 | 밑반찬,야식,건어물류,회 | 밑반찬,야식,콩/견과류,무침 | 밑반찬,야식,곡류,절임 | 밑반찬,야식,기타,굽기 | 밑반찬,푸드스타일링,소고기,기타 | 밑반찬,푸드스타일링,닭고기,부침 | 밑반찬,푸드스타일링,육류,비빔 | 밑반찬,푸드스타일링,밀가루,찜 | 메인반찬,술안주,과일류,끓이기 | 메인반찬,다이어트,버섯류,부침 | 메인반찬,영양식,돼지고기,볶음 | 메인반찬,이유식,소고기,기타 | 메인반찬,이유식,돼지고기,삶기 | 메인반찬,이유식,육류,비빔 | 메인반찬,기타,육류,부침 | 스프,술안주,과일류,비빔",카레떡볶이,까르보나라떡볶이,짜장떡볶이,로제떡볶이,볶이,멸치볶음,달걀덮밥,콩나물불고기,파인애플볶음밥,즉석떡볶이,10001665.0,10001220.0,10001659.0,10002259.0,10001186.0,10000936.0,10000473.0,10000039.0,10000124.0,10001658.0
밑반찬,일상,가공식품류,굽기,10001216,크림떡볶이,"밑반찬,일상,가공식품류,굽기 | 밑반찬,일상,건어물류,부침 | 밑반찬,일상,버섯류,비빔 | 밑반찬,초스피드,버섯류,부침 | 밑반찬,초스피드,콩/견과류,튀김 | 밑반찬,술안주,돼지고기,볶음 | 밑반찬,술안주,닭고기,조림 | 밑반찬,술안주,밀가루,찜 | 밑반찬,간식,곡류,굽기 | 밑반찬,야식,곡류,절임 | 밑반찬,야식,기타,굽기 | 밑반찬,푸드스타일링,소고기,기타 | 밑반찬,푸드스타일링,닭고기,부침 | 밑반찬,푸드스타일링,건어물류,기타 | 밑반찬,명절,밀가루,볶음 | 메인반찬,초스피드,육류,무침 | 메인반찬,손님접대,달걀/유제품,굽기 | 메인반찬,술안주,가공식품류,굽기 | 메인반찬,술안주,쌀,기타 | 메인반찬,술안주,밀가루,볶음 | 메인반찬,술안주,밀가루,회 | 메인반찬,다이어트,버섯류,부침 | 메인반찬,도시락,달걀/유제품,끓이기 | 메인반찬,명절,콩/견과류,비빔 | 메인반찬,명절,기타,굽기 | 메인반찬,이유식,소고기,기타 | 메인반찬,이유식,건어물류,삶기 | 메인반찬,이유식,건어물류,굽기",까르보나라떡볶이,치즈떡볶이,마파두부,두루치기,로제떡볶이,콩나물불고기,국물떡볶이,달걀덮밥,김치밥,짜장떡볶이,10001220.0,10001215.0,10000241.0,10000245.0,10002259.0,10000039.0,10001406.0,10000473.0,10000329.0,10001659.0
밑반찬,일상,가공식품류,굽기,10001217,계란말이주먹밥,"밑반찬,일상,가공식품류,굽기 | 밑반찬,영양식,달걀/유제품,찜 | 밑반찬,영양식,쌀,회 | 국/탕,간식,버섯류,부침 | 국/탕,이유식,쌀,회 | 국/탕,이유식,버섯류,무침 | 밥/죽/떡,초스피드,가공식품류,굽기 | 밥/죽/떡,간식,가공식품류,삶기 | 밥/죽/떡,간식,쌀,회",계란말이김밥,시금치계란말이,달걀말이밥,전복볶음,맛살계란말이,참치파스타,참치계란말이,구운달걀카레덮밥,콩나물볶음밥,돼지고기주물럭,10001226.0,10022097.0,10001221.0,10000980.0,10022094.0,10001385.0,10022091.0,10001218.0,10000778.0,10000256.0
밑반찬,일상,가공식품류,굽기,10001218,구운달걀카레덮밥,"밑반찬,일상,가공식품류,굽기 | 밑반찬,간식,과일류,무침 | 메인반찬,술안주,가공식품류,굽기 | 메인반찬,도시락,곡류,튀김",칠리콘카르네,황태계란국,황태무국,미역된장국,황태감자국,메추리알볶음,오톨라나,근위,콩고기볶음,콘카르네,10001491.0,10011830.0,10012511.0,10012519.0,10012513.0,10001152.0,10009712.0,10004622.0,10002019.0,10000645.0
밑반찬,일상,가공식품류,굽기,10001220,까르보나라떡볶이,"밑반찬,일상,가공식품류,굽기 | 밑반찬,일상,건어물류,부침 | 밑반찬,일상,버섯류,비빔 | 밑반찬,손님접대,기타,데치기 | 밑반찬,술안주,돼지고기,볶음 | 밑반찬,야식,기타,굽기 | 밑반찬,푸드스타일링,소고기,기타 | 밑반찬,푸드스타일링,닭고기,부침 | 밑반찬,푸드스타일링,육류,비빔 | 밑반찬,푸드스타일링,건어물류,삶기 | 밑반찬,해장,육류,부침 | 밑반찬,명절,밀가루,볶음 | 메인반찬,초스피드,콩/견과류,볶음 | 메인반찬,초스피드,기타,찜 | 메인반찬,술안주,가공식품류,굽기 | 메인반찬,술안주,버섯류,비빔 | 메인반찬,다이어트,곡류,굽기 | 메인반찬,다이어트,곡류,데치기 | 메인반찬,영양식,닭고기,조림 | 메인반찬,명절,기타,데치기 | 메인반찬,이유식,소고기,기타 | 메인반찬,이유식,닭고기,부침 | 국/탕,일상,가공식품류,데치기 | 샐러드,야식,닭고기,부침",치즈떡볶이,크림떡볶이,로제떡볶이,달걀덮밥,짜장떡볶이,카레떡볶이,볶이,두부쌈장,멸치볶음,맥앤치즈,10001215.0,10001216.0,10002259.0,10000473.0,10001659.0,10001665.0,10001186.0,10000830.0,10000936.0,10001257.0
밑반찬,일상,가공식품류,굽기,10001221,달걀말이밥,"밑반찬,일상,가공식품류,굽기 | 밑반찬,영양식,쌀,회 | 밑반찬,명절,달걀/유제품,튀김 | 국/탕,영양식,가공식품류,굽기 | 국/탕,이유식,쌀,회 | 국/탕,기타,과일류,무침 | 스프,손님접대,쌀,기타",계란말이김밥,계란초밥,호두멸치볶음,깐풍두부,참치파스타,콩고기볶음,당면잡채,크래미,오징어볶음덮밥,노가리,10001226.0,10022176.0,10001719.0,10001343.0,10001385.0,10002019.0,10001332.0,10006298.0,10001042.0,10031711.0
