ingredient_name,ingredient_id
물200,501409
거피녹두12.5,501410
생강0.5g,501411
전분5g,501412
청주2g,501413
꿀7g,501414
쇠고기안심30g,501415
마늘다진것3g,501416
무순10g,501417
애호박20g,501418
청경채50g,501419
깻잎6g,501420
대추20g,501421
양파15g,501422
잣2g,501423
물8g,501424
생강10g,501425
ghen10g,501426
청국장,501427
250g),501428
곤약미,501429
마늘2.1g,501430
강력분25g,501431
서리태20g,501432
쇠고기다진것15g,501433
현미찹쌀30g,501434
찹쌀가루30g,501435
표고버섯10g,501436
두부작은것40g,501437
서리태30g,501438
달걀11g,501439
60g),501440
현미밥,501441
쌀국수,501442
25g),501443
돼지호박갈은것20g,501444
달걀흰자20g,501445
찹쌀가루18g,501446
각종새싹20g,501447
래디쉬5g,501448
청피망30g,501449
두부14g,501450
밀가루50g,501451
검은깨1.25g,501452
컬리플라워20g,501453
사워크림15g,501454
간장2g,501455
고춧가루,501456
유자청,501457
제철과일,501458
아몬드가루,501459
새우살,501460
슈가파우더,501461
대추,501462
간장1.3g,501463
홍고추0.6g[소스소개저나트륨무침양념:두부30g,501464
등심얇게썬것20g,501465
돼지호박50g,501466
설탕20g,501467
닭육수70g,501468
카레가루0.4g,501469
표고버섯마른것10g,501470
녹말가루10g,501471
중력분,501472
코코넛슬라이스,501473
요거트,501474
생강가루,501475
20g),501476
시레기60g,501477
애호박17g,501478
판젤라틴5.3g,501479
무첨가두유,501480
70g),501481
미역5g,501482
양송이버섯5g,501483
팽이버섯10g,501484
가츠오부시10g,501485
대파20g,501486
튀김가루30g,501487
오징어14g,501488
양배추15g,501489
오징어15g,501490
알비트5g,501491
단호박14.5g,501492
라임,501493
홍초15g,501494
된장15g,501495
밀가루5.3g,501496
쪽파7g,501497
바지락살10g,501498
검정콩10g,501499
당면5g,501500
배5g,501501
시금치20g,501502
들깨가루20g,501503
방울토마토30g,501504
바나나50g,501505
소금5g,501506
소금8g,501507
강력밀가루150g,501508
물40ml,501509
바질,501510
유부5g,501511
가다랑어포,501512
참느타리버섯,501513
불린밥100g,501514
황태머리40g,501515
단호박10g,501516
가지12g,501517
사각어묵,501518
타바스코 약,501519
참기름 약,501520
케첩 1과,501521
국간장,501522
들기름 약,501523
냉동꽃게,501524
들기름,501525
스파게티면,501526
정수 물,501527
절단 불린 미역,501528
불린 미역,501529
냉이 약,501530
누룩,501531
초벌소깐양,501532
돼지등갈비,501533
모짜렐라 치즈,501534
식용유 1.,501535
냉동삼겹살 약,501536
정수물 1과,501537
양파 약,501538
칼국수면,501539
재래식 된장 약,501540
간 마늘 약,501541
감자 약,501542
황설탕 약,501543
물 3과,501544
무 약,501545
토마토소스 약,501546
건새우,501547
부침가루,501548
올리브유,501549
통조림햄,501550
황설탕 약 1과,501551
양배추 약,501552
신 김치,501553
탕수육고기,501554
파스타면,501555
꽈리고추 약,501556
물엿,501557
간 돼지고기 지방 약,501558
불린 당면,501559
양파 1참치캔 or,501560
물엿 약,501561
물 약16과,501562
국물용 멸치,501563
새우젓 약,501564
돼지 호박 약,501565
정수 물 2와,501566
흰우유 약2와,501567
파채 약1과,501568
돼지고기 후지,501569
탄산수,501570
빨강파프리카,501571
옥수수전분가루 약,501572
숙주 약 1과,501573
새우젓,501574
깨소금,501575
손질한 국멸치,501576
오트밀,501577
해물육교자,501578
통조림 햄 약,501579
장아찌소스,501580
식초 1과,501581
우목심,501582
꽃소금,501583
슬라이스 햄,501584
베이컨,501585
간돼지고기 1과,501586
신김치 1.,501587
감자전분,501588
물 1.,501589
훈연멸치,501590
밀가루떡,501591
튀김가루 1과,501592
목심다짐육 1과,501593
고등어 통조림,501594
MSG,501595
소양지,501596
굴소스,501597
육수용멸치 1과,501598
이리,501599
불린표고,501600
간 마늘,501601
양조식초,501602
김밥용 밥,501603
고운고춧가루,501604
중력분 1과,501605
간장,501606
체더슬라이스치즈,501607
소면삶는물,501608
런천미트,501609
청오이,501610
- 꼬막살,501611
스틱버터 80g /,501612
라면사리,501613
물 200ml /,501614
간장 30ml /,501615
짜장라면,501616
파프리카 각,501617
 가는소금,501618
 꿀,501619
 된장,501620
 베이컨,501621
 멸치액젓,501622
다진대파5g,501623
부추10g,501624
양상추70g,501625
아몬드2g,501626
다진양파10g,501627
새송이버섯15g,501628
적양파10g,501629
식초8g,501630
볶은흑임자6g,501631
숙주100g,501632
다시마17g,501633
돼지고기100g,501634
떡국떡10g,501635
참기름약간레몬마요네즈소스:마요네즈10g,501636
황파프리카10g,501637
무순20g,501638
건미역,501639
발사믹소스,501640
돈나물,501641
다진양파30g,501642
오이25g,501643
양파50g,501644
생강청50g,501645
마늘15g,501646
귀리밥50g,501647
대파100g,501648
마늘기름15g,501649
건새우25g,501650
베이컨25g,501651
브로콜리50g,501652
전분가루15g,501653
코코넛밀크,501654
녹말,501655
청피망,501656
무화과,501657
고수,501658
두부8g,501659
다진마늘1.25g,501660
두가지색파프리카,501661
케일,501662
흰후추1g,501663
파인애플통조림100g,501664
오이40g,501665
청고추20g,501666
청고추17g,501667
말린토마토15g,501668
미나리25g,501669
감자60g,501670
통후추,501671
무장아찌,501672
두릅,501673
생김,501674
낙지다리,501675
가지150g,501676
당근25g,501677
흰색)각25g씩,501678
통후추2g다진대파5g,501679
다진쇠고기25g,501680
느타리버섯20g,501681
건조미역10g찹쌀50g,501682
홍고추15g,501683
검정깨묵각각25g귀리밥150g,501684
밤40g,501685
시금치25g,501686
어린이치즈,501687
호박가루,501688
매실액,501689
동태포,501690
함초15g,501691
식용유200g,501692
볶은수수25g,501693
브로콜리40g,501694
당귀잎10g양파40g,501695
설탕30g,501696
후추1g곁들이샐러드:우엉25g,501697
올리브오일15g,501698
양상추30g,501699
화이트초콜릿,501700
피스타치오,501701
계피,501702
아욱,501703
요리술,501704
레드치커리10g,501705
케일15g,501706
홍파프리카50g,501707
식용유5g,501708
생크림10g,501709
빨강파프리카5g,501710
마른미역,501711
검은깨8g,501712
우유100ml,501713
마10g,501714
무35g,501715
배추김치30g,501716
매실원액15g,501717
석박지,501718
굵은면발라면,501719
허브소금1g소:다진쇠고기20g,501720
방울토마토4개,501721
대파40g,501722
레몬즙15g볶음양념:맛간장30g,501723
찹쌀50g,501724
닭육수250ml,501725
게맛살20g,501726
애호박30g,501727
흑임자2g,501728
매생이120g,501729
무5g,501730
식초20g,501731
쪽파10g,501732
홍고추5g,501733
쑥갓,501734
저염된장,501735
땅콩,501736
발사믹식초30g,501737
소라살45g,501738
귀리20g,501739
딸기20g,501740
적양배추50g,501741
알배추,501742
찹쌀15g,501743
꿀30g,501744
유기농아기치즈27g멥쌀60g,501745
미니파프리카30g,501746
곤드레나물,501747
노란파프리카10g,501748
까나리액젓3g,501749
밤10g,501750
오이6g,501751
플레인요거트30g,501752
호두10g,501753
빨강파프리카20g,501754
옥수수알10g,501755
홍합살20g,501756
김장김치20g,501757
우리밀가루10g,501758
견과류15g,501759
양파30g,501760
대파25g,501761
통생강20g,501762
올리브오일5g,501763
로즈마리1g,501764
카레가루15g,501765
치커리15g,501766
청고추15g,501767
쌈채,501768
어린잎,501769
다진홍고추2.5g,501770
건표고버섯8g,501771
후추0.25g-소스:수박15g,501772
물100g,501773
소금3g)-양념장:까나리액젓1.5g,501774
호두5g,501775
올리고당14g,501776
호상요구르트30g,501777
양송이버섯13g,501778
보리쌀10g,501779
로즈마리2g,501780
전분가루,501781
피클,501782
소주,501783
미역,501784
막걸리,501785
부추15g,501786
오징어20g,501787
배추김치20g,501788
양상추15g,501789
된장18g,501790
참다래30g,501791
조개살,501792
율무,501793
강황쌀,501794
황파프리카,501795
쑥,501796
달걀노른자20g,501797
양파껍질2g,501798
방울토마토60g,501799
후추0.25g,501800
느타리버섯5g,501801
파3g,501802
양파3g,501803
더덕60g,501804
양파100g,501805
통후추1g,501806
베이컨80g무100g,501807
달걀4개,501808
청양고추30g,501809
잎녹차5g,501810
소라살100g,501811
밀가루5g,501812
달걀2.4g,501813
비트가루15g,501814
캐슈넛10g•양념:무염버터10g,501815
그린치커리,501816
전립분40g,501817
강력분90g,501818
소금4g,501819
이스트8g,501820
레몬즙,501821
스트링치즈,501822
인스턴트드라이이스트3g,501823
설탕25g,501824
적파프리카,501825
깐들깨가루17g,501826
아삭이고추,501827
현미찹쌀5g,501828
조선무11.3g,501829
매실엑기스5g,501830
소금7g,501831
따뜻한우유140ml,501832
납작썬마늘,501833
양파20g,501834
드라이이스트12g,501835
탄산수50g,501836
콩나물40g,501837
이스트4g,501838
가자미,501839
로메인,501840
건두부,501841
브로콜리10g,501842
고춧가루8g,501843
대추슬라이스0.2g,501844
홍고추10g,501845
다진마늘1g,501846
풋고추5g,501847
감자15g,501848
고운고춧가루1g,501849
미니사과30g,501850
오이2g,501851
노란색각10g),501852
후춧가루0.03g<br/>조림장:간장3g,501853
물엿3g,501854
오이9g,501855
표고버섯15g,501856
육수50g,501857
포도주스50g,501858
떡40g,501859
청홍고추0.2g,501860
파프리카가루2g,501861
사워크림30g,501862
방울토마토18g,501863
양송이버섯9g,501864
생면80g,501865
굴25g,501866
올리브오일13g,501867
대파0.8g,501868
마늘다진것1g,501869
도라지1.3g,501870
파르메산치즈가루,501871
라이스페이퍼,501872
흰후춧가루0.1g,501873
생강5g,501874
청고추1g,501875
미역마른것3g,501876
밤15g,501877
패주16g,501878
표고버섯마른것3.5g,501879
식용유2g,501880
물오징어25g,501881
녹말가루2.4g,501882
시금치17g,501883
대파6g,501884
레몬20g,501885
단호박20g,501886
고춧가루5g,501887
게살냉동50g,501888
귤통조림20g,501889
설탕시럽20g,501890
체리40g,501891
가지10g,501892
물40g,501893
알토란30g,501894
깐대파3.5g,501895
건고추,501896
노랑각¼개),501897
깐밤5g,501898
레몬5g,501899
당근다진것3g,501900
홍피망다진것10g,501901
참치살10g,501902
배25g,501903
슬라이스햄5g,501904
넉맥약간,501905
발사믹크림5g,501906
홍고추1g,501907
삼계탕티백,501908
베이컨13g,501909
홍피망10g,501910
바지락3g,501911
목이버섯5g,501912
검은깨5g,501913
바나나20g,501914
전분4g,501915
생크림3g,501916
당근1cm정사각형7g,501917
찐어묵5g,501918
당근7g,501919
전분5g양념마늘다진것2g,501920
새싹채소5g,501921
불린쌀,501922
토르티야,501923
케첩10g,501924
생밤10g,501925
우유5g,501926
밀가루박력분10g,501927
통깨5g,501928
배10g,501929
계피가루2g,501930
물35g,501931
오렌지20g,501932
팽이버섯5g,501933
빵가루10g,501934
따뜻한물20g,501935
미나리18g,501936
식초2g,501937
적양배추,501938
돼지고기20g,501939
바질마른것1g,501940
실파5g,501941
플레인요거트18g,501942
쇠고기갈은것10g,501943
디존머스타드1g,501944
생강다진것1g,501945
후추2g,501946
깻잎2.5g,501947
수수4g,501948
생이스트10g,501949
차이브2g,501950
토마토소스10g,501951
당근다진것5g,501952
청고추다진것3g,501953
청피망25g,501954
팽이버섯15g,501955
배15g,501956
가루녹차2g,501957
비트40g,501958
후추적당량,501959
양파12.5g,501960
미숫가루150g,501961
마요네즈4g,501962
설탕15g,501963
꿀20g,501964
쑥가루5g,501965
메닐튀밥10g,501966
대추3g,501967
우유30g,501968
당근다진것20g,501969
물5g,501970
홍고추3g,501971
레몬주스10g,501972
달걀12g,501973
청고추5g,501974
시금치2.12g,501975
배추7g,501976
당근2g,501977
굴30g,501978
소금0.2g,501979
양파20,501980
다시마국물,501981
깍두기5,501982
된장2,501983
데친취나물10,501984
콩기름4,501985
흰후추0.02,501986
맛술2.5,501987
오이피클10g,501988
워터크레스2g,501989
통아몬드4g,501990
할라피뇨다진것2g,501991
상추5g,501992
간장3g,501993
삶은달걀15g,501994
오릴브오일2g,501995
비트10드레싱:발사믹식초5,501996
김1.3,501997
떡볶이떡80,501998
삶은죽순40,501999
부추10,502000
참나물10,502001
쑥20,502002
올리브유5양념장:간장4,502003
바지락100,502004
깨소금1,502005
적양파8양념:까나리액젓2.5,502006
건오징어5양념:밀가루1.25,502007
고추장2g,502008
땅콩1g,502009
전분3g,502010
참께4g,502011
물전분6g,502012
앤쵸비3g,502013
토마토25g,502014
참기름2g,502015
낙지다리6g,502016
은행35g,502017
마늘10g,502018
키위30g,502019
수박180g,502020
꿀6g,502021
잣5g,502022
요거트200g,502023
가래떡,502024
새우살70g,502025
조랭이떡100g,502026
후춧가루0.01g,502027
찹쌀10g,502028
체리20g,502029
두유40g,502030
셀러리3g,502031
에벤탈치즈20g,502032
삼색파프리카,502033
전분,502034
그린커리페이스트,502035
셀러리다진것10g,502036
밀가루8g,502037
카스텔라18g,502038
주황파프리카20g,502039
무순2g,502040
오이10g[소스소개단촛물:물60g,502041
죽순통조림6g,502042
양배추5g,502043
마늘1.4g,502044
찹쌀가루8.75g,502045
돼지호박10g,502046
물2g,502047
복숭아,502048
곶감,502049
보릿가루,502050
녹말5g,502051
설탕2g,502052
된장3.5g,502053
실파20g,502054
토마토30g,502055
쇠고기20g,502056
식용유10g,502057
옥수수가루,502058
키위,502059
마스카포네치즈,502060
휘핑크림,502061
청고추2g,502062
양송이33g,502063
설탕32g,502064
두유,502065
레드와인,502066
타가토스,502067
고구마칩,502068
저염간장5g,502069
다시마10g,502070
칵테일새우14g,502071
천일염0.1g,502072
무가당휘핑크림25g,502073
새우15g,502074
시금치5g,502075
브로콜리1.6g,502076
적파프리카10g,502077
간장0.1g,502078
부침가루5.3g,502079
홍고추6g,502080
부침가루5g,502081
계란75g,502082
다진마늘3g,502083
드라이이스트6g,502084
코코아30g,502085
인스턴트드라이이스트8g,502086
블루베리발효원종550g,502087
미향,502088
물150ml,502089
청포도,502090
고추장10g,502091
오이7g,502092
물15ml,502093
무가당코코아파우더,502094
맛살,502095
재래식된장 약,502096
올리브오일 약,502097
멸치액젓,502098
고형 카레,502099
홍합살 약,502100
빵가루 약,502101
간 깨 약,502102
참기름 약 2와,502103
데친 전복,502104
마라소스 약 1과,502105
땅콩버터 약,502106
굵은 고춧가루 3과,502107
셀러리 약,502108
재래식된장,502109
양조 식초 3과,502110
굵은 고춧가루,502111
식초 약 2와,502112
식초 4와,502113
소고기 불고기용 약,502114
갈아만든 배 약,502115
신 김치 약,502116
튀김가루 약,502117
콩나물 약1과,502118
건 고추 약,502119
깻잎 약,502120
대파 약 2와,502121
꽃소금 1과,502122
황설탕 4와,502123
사이다,502124
당근 약,502125
물 1과,502126
재래식 된장,502127
다시마 육수 약,502128
슬라이스치즈,502129
물 2와,502130
케첩,502131
만능짜장소스,502132
스틱버터,502133
설탕 1과,502134
케찹,502135
모차렐라치즈,502136
황설탕1과,502137
물 1컵과,502138
습식쌀가루,502139
떡국 떡,502140
절단다시마,502141
간,502142
초콜릿,502143
레몬쥬스,502144
후추,502145
건 목이버섯,502146
다진 마늘,502147
2. 통조림 꼬막,502148
식빵 4장 /,502149
소금 3g /,502150
설탕 15g /,502151
물 600ml / 종이컵,502152
당근 1.,502153
돼지호박,502154
 달걀,502155
 고추가루,502156
 바질,502157
 버섯가루,502158
 양파,502159
 매실청,502160
 소금,502161
생크림13g,502162
다진마늘2g,502163
멸치액젓3g,502164
저염된장10g,502165
표고버섯기둥,502166
다진오이피클10g,502167
강낭콩5g,502168
아몬드4g,502169
호두6g,502170
표고버섯20g,502171
파140g,502172
김치140g,502173
스팸,502174
레몬즙20g,502175
청파프리카10g,502176
배추200g,502177
저염살라미25g,502178
다진홍고추10g,502179
해초,502180
다진마늘20g,502181
달걀1개,502182
강낭콩20g당근20g,502183
마늘30g,502184
양파50g화이트와인25g,502185
통깨1g,502186
후추1g,502187
백일송이25g다진마늘15g,502188
팽이버섯20g,502189
계피가루,502190
통마늘15g,502191
새우가루,502192
저염베이컨,502193
적겨자,502194
당근20g,502195
화이트와인15g,502196
청고추15g소스:일본된장30g,502197
밤60g소스:유자청25g,502198
흰후추2g소:우엉30g,502199
홍고추20g소스:맛간장30g,502200
양파560g청고추17g,502201
홍고추17g,502202
튀김기름,502203
더덕,502204
새싹,502205
맥주400g,502206
새송이버섯20g함초30g,502207
쪽파20g,502208
물300g,502209
청홍고추각각15g노란파프리카30g,502210
참기름15g비빔장:두부50g,502211
흑임자3g,502212
양파60g함초30g,502213
계란55g,502214
대추18g,502215
당근30g소스:레드와인200cc.망고50g,502216
잣,502217
죽순,502218
크렌베리10g다진양파15g,502219
무100g,502220
혼합견과50g,502221
비트2g국물:절임물100g,502222
청양고추10g,502223
노란파프리카25g,502224
한천20g,502225
인삼20g,502226
표고버섯12g,502227
올리고당,502228
소라,502229
날치알,502230
까나리액젓,502231
아몬드10g,502232
식용꽃,502233
방울토마토40g,502234
요리당15g,502235
황파프리카50g,502236
청국장가루5g,502237
청양고추5g,502238
카놀라유3g,502239
단배추,502240
검은콩두부,502241
미니양배추,502242
마른표고버섯,502243
두유150g,502244
애호박15g,502245
달걀200g,502246
청경채25g,502247
젤라틴20g소스:망고20g,502248
삶은닭가슴살,502249
요거트15g,502250
2가지색미니파프리카40g,502251
다진생강3g,502252
청피망50g,502253
우유150ml녹차가루10g,502254
감자1개,502255
청경채60g무조림:무150g,502256
닭육수300g양념장:영양부추10g,502257
홍합120g육수:다시마20g,502258
달래,502259
파슬리가루,502260
오렌지주스,502261
흰후추1g청국장리조뜨:밥150g,502262
통깨2g,502263
블루베리20g저지방우유50g,502264
알배추30g,502265
생크림50g,502266
피망25g,502267
단호박50g밤30g,502268
청주15g,502269
콜리플라워30g브로콜리100g,502270
수수,502271
굵은소금,502272
흰살생선,502273
만송이버섯,502274
고춧가루1.7g,502275
대추6g,502276
다진호두10g,502277
노랑파프리카20g-치킨양념소스:토마토케첩8g,502278
완두콩알5g,502279
현미유5g,502280
요거트30g,502281
생강청15g소스:씨겨자15g,502282
건조미역줄기10g맛장:일본된장15g,502283
혼합견과류25g소스:맛간장15g,502284
덧밀가루,502285
겨자가루,502286
파슬리,502287
치킨육수,502288
다진실파2.5g,502289
건표고버섯불릴물150g,502290
국간장1.5g,502291
꿀3g,502292
물100g-양념:거피들깨가루6g,502293
포도씨유4g,502294
우무묵20g,502295
깐호두5g,502296
근대50g,502297
올리브유15g곁들이채소1:백일송이30g,502298
청주,502299
다시마사방10x10cm건조자른미역3g,502300
밀가루15g식용유200g,502301
청고추,502302
달걀15g,502303
부추20g,502304
홍피망2g,502305
호두2g,502306
다진마늘2.5g,502307
가자미살20g,502308
된장6g,502309
은행,502310
홀토마토,502311
대파2.5g다진마늘1.25g,502312
꿀2.5g,502313
올리브유1.5g,502314
들깨가루5g,502315
대파2.5g,502316
레몬20g양파60g,502317
생강20g,502318
다진마늘15g푸실리50g,502319
토마토페이스트200g,502320
숙주120g,502321
바질5g,502322
흰추후1g,502323
브로콜리15g,502324
방울토마토80g단호박100g,502325
브로콜리30g마늘15g,502326
애호박25g감자60g,502327
플레인요거트20g,502328
당근3.3g,502329
아몬드5g,502330
물140g,502331
소금0.3g,502332
라디치오,502333
소금15g,502334
미숫가루70g,502335
버터10g,502336
호밀가루50g,502337
과일,502338
발사믹식초,502339
들깻가루,502340
사과종45ml,502341
레몬8g,502342
건다시마1g,502343
시판크루통,502344
빨강각1개),502345
깐양파5g,502346
새뱅이30g,502347
채소육수,502348
버터36g,502349
양고기,502350
사이다50g,502351
물100ml,502352
호박20g,502353
슈레드모차렐라치즈,502354
그린빈스10g,502355
액젓15g,502356
깐밤1.1g,502357
주황,502358
방아잎,502359
달걀노른자,502360
파프리카20g,502361
참기름1g,502362
익힌전복내장,502363
대파10g,502364
파프리카3.2g,502365
굵은고춧가루1g,502366
불린함초,502367
로즈메리,502368
파인애플15g,502369
디포리2g,502370
노랑파프리카24g,502371
잣가루0.5g,502372
애느타리버섯10g,502373
녹말가루3g[소스소개]쇠고기양념:파다진것1g,502374
토마토80g,502375
문어3g,502376
감자4g,502377
대파3g,502378
키엔페퍼1g,502379
실파다진것4g[소스소개]양념재료:파프리카가루3g,502380
브로컬리20g[소스소개]저나트륨과일드레싱:파인애플통조림40g,502381
생강1.5g,502382
애느타리버섯12g,502383
식용유12g,502384
패주5g,502385
발사믹식초6g,502386
실파2g,502387
사과2.2g,502388
노랑각½개),502389
청주3g,502390
통깨1.3g[소스소개]양념간장:물30g,502391
녹말가루8g,502392
쌈다시마0.5g,502393
미나리15g,502394
소금0.2[소스소개]마늘올리브유소스:마늘0.2g,502395
오징어6g,502396
땅콩13g[소스소개]고추장소스:고추장2g,502397
꽈리고추4.2g[소스소개]저나트륨양념장:고추장2.5g,502398
당근5g[소스소개]조림장:간장1g,502399
오이3.8g,502400
달걀19g,502401
상추7g[소스소개]저나트륨된장소스:된장1.6g,502402
녹말가루3g,502403
마요네즈15g,502404
매실청3g,502405
할라피뇨,502406
파인애플통조림5g,502407
민트0.1g,502408
산딸기20g,502409
애호박18g,502410
김치8g,502411
대파15g,502412
파인애플1.5g,502413
노랑,502414
청고추다진것2g,502415
찹쌀가루10g,502416
생강다진것5g,502417
탄산수30g,502418
바질다진것1g,502419
옥수수가루플렌타가루15g,502420
닭육수180g,502421
슬라이스치즈5g,502422
닭육수30g,502423
올리브유5g,502424
고춧가루0.8g,502425
완두콩80g,502426
닭가슴살15g,502427
도미살5g,502428
닭고기15g,502429
당면불린것10g,502430
건목이버섯5g,502431
건표고버섯3g,502432
멸치육수50g,502433
아몬드슬라이스1g,502434
저염된장4g,502435
청피망5g,502436
불린곤약쌀,502437
파다진것5g,502438
대추5g,502439
베이킹파우더2g,502440
한천2g,502441
설탕10g,502442
아이스크림30g,502443
레몬즙4g,502444
물20g,502445
청피망8g,502446
숙주15g,502447
버터1g,502448
후추0.3g,502449
들깨가루15g,502450
잣가루1g<br/>[떡갈비양념]간장5g,502451
올리브오일1g,502452
물밤다진것15g,502453
토마토콩카세10g,502454
레몬주스2g,502455
물10g,502456
청고추다진것1g,502457
레드와인식초2g,502458
마요네즈10g,502459
옥수수전분10g,502460
계란32.5g후추0.1g,502461
율무10g,502462
물375ml,502463
오렌지주스10g,502464
바질1g,502465
설탕8g,502466
낫토15g,502467
홍고추다진것3g,502468
새송이벗서15g,502469
포도주스10g,502470
고추기름2g,502471
백년초가루2g,502472
고구마40g,502473
샐러리채친것3g,502474
풋고추3g,502475
유자청7.5g,502476
무순,502477
레몬주스1g,502478
물전분4g,502479
물엿6g,502480
통깨5g[시럽]물엿3g,502481
참기름적당량,502482
육수10g,502483
생강다진것2g,502484
건포도5g,502485
빵가루4.5g,502486
식용꽃5g,502487
카레가루1.52g,502488
계란10g,502489
양파2g,502490
다진생강1g,502491
현미유3g,502492
생표고버섯40,502493
물450),502494
새우젓2.5,502495
대파10,502496
간장3,502497
다진홍고추2,502498
찹쌀가루12,502499
올리브유2,502500
홍피망15g,502501
땅콩4g,502502
캔참치5g[밑간]후추약간,502503
카레가루2g,502504
양상추8g,502505
올리고당3,502506
양파7,502507
올리고당20,502508
녹차우린물90양념장:간장4,502509
무순5,502510
애호박10,502511
설탕3,502512
올리브유4소스:오미자액기스1g,502513
소금0.25,502514
다진파2.25g,502515
고춧가루0.6,502516
물20,502517
다진호두2,502518
물엿2g,502519
튀김기름5g[고등어밑양념]생강즙1g,502520
오트밀4g,502521
청고추3g,502522
가지15g,502523
올리고당10g,502524
참기름3g두릎8g,502525
갈비50g),502526
마른홍고추1g,502527
느타리버섯7g,502528
팥5g,502529
깨소금3g,502530
식용유30g,502531
현미휴,502532
게살17.5g,502533
물12g,502534
들깨18g,502535
다시마국물150g,502536
옥수수,502537
노랑파프리카20g,502538
식초1.5g,502539
홍고추1.4g,502540
오이5g,502541
풋고추10.5g[소스소개]저나트륨조림소스:간장2.4g,502542
튀김가루10g,502543
파슬리다진것약간[소스소개]비트양념:식초15g,502544
매실농축액5g,502545
와사비,502546
검은깨,502547
녹차가루,502548
샐러리20g>[소스소개]저나트륨내채소스:대추1g,502549
참기름2.5g,502550
마늘1.5g,502551
말린홍고추,502552
비타민5g,502553
검은깨2g,502554
큐민파우더1g,502555
마늘쫑5g,502556
밀가루1.6g,502557
애호박20g[소스소개]쇠고기양념:설탕1.4g,502558
스테비아,502559
홍고추2g,502560
가지17g,502561
물15g,502562
단호박가루,502563
건포도,502564
민트잎,502565
빵가루25g,502566
쑥갓1g,502567
감자전분15g,502568
참깨0.1g,502569
무염버터10g,502570
토마토15g,502571
대파1g,502572
주꾸미25g,502573
우유4ml,502574
애플민트,502575
녹차,502576
설탕1.5g,502577
두부5g,502578
홍고추0.25g,502579
튀김가루5g,502580
골파15g,502581
우유20g,502582
참깨1g,502583
버터25g,502584
버터38g,502585
사과종30ml,502586
게맛살,502587
젤라틴,502588
불린곤드레나물,502589
밀가루100g,502590
오이15g,502591
표고버섯24g,502592
르뱅발효종160g,502593
다크초콜릿,502594
고운고추가루 1과,502595
굵은고추가루 약,502596
굵은고추가루 2와,502597
재래식된장 가득,502598
효모,502599
떡볶이떡 약,502600
부추 약,502601
고구마 약,502602
다진 돼지고기 약,502603
유부채 약,502604
북어채,502605
통깨 약 2와,502606
황설탕 1과,502607
진간장 약 1과,502608
간 마늘 약 1과,502609
굵은 고춧가루 1과,502610
스파게티 면,502611
굵은 고춧가루 약,502612
치킨무,502613
체다치즈슬라이스,502614
고추장 약 1과,502615
불린당면,502616
부침가루 약,502617
면수 약,502618
청양고추 1/2참치캔 or,502619
고운 고춧가루,502620
환만식초 4와,502621
삶은 닭,502622
양조식초 약,502623
베트남 고추,502624
간마늘 1과,502625
춘장,502626
새송이,502627
깍두기,502628
부침가루 1과,502629
육수용멸치,502630
달걀물,502631
계핏가루,502632
만두,502633
편육,502634
멸치가루,502635
황설탕 2.,502636
노두유,502637
알,502638
양파 1.,502639
달걀지단,502640
소금 1작은술,502641
모짜렐라 치즈 20g /,502642
맛술 15ml /,502643
고추장 5g /,502644
 생크림,502645
 다진마늘,502646
 레몬즙,502647
 멸치가루,502648
 간마늘,502649
 식초,502650
고춧가루2g,502651
국간장5g,502652
식초5g,502653
블루베리15g,502654
크랜베리3g,502655
발사믹크레마15g,502656
건포도5알,502657
해바라기씨4g,502658
양파150g,502659
된장20g,502660
다진마늘5g,502661
황금팽이버섯10g,502662
레몬즙60g,502663
레디쉬,502664
먹물파스타25g,502665
홍고추15g양념장:다진마늘15g,502666
탄산수200g,502667
건바질2g감자60g,502668
미니파프리카20g,502669
꽈리고추50g,502670
홀토마토100g,502671
버터10g소스:맛간장30g,502672
저염된장30g,502673
다진양파25g,502674
볶은현미25g버섯마늘소금2g,502675
어간장,502676
백년초국수,502677
-소스:생강,502678
참기름0.5g,502679
저염버터,502680
3장)바질가루,502681
채썬돼지고기,502682
얇게썬생강,502683
비타민,502684
계란60g다진마늘15g,502685
함초소금2g국물:매실청30g,502686
마늘오일15g,502687
다진마늘10g,502688
청고추15g노란파프리카20g,502689
강황가루2g,502690
인삼15g,502691
2가지색미니파프리카70g소스:유자청30g,502692
청양고추30g미나리25g,502693
연유,502694
누룽지,502695
조,502696
홍초,502697
귤병,502698
생치즈,502699
백김치50g백김치무침양념:참기름15g,502700
참기름15g,502701
청고추15g홍고추15g,502702
콩나물30g국물:닭가슴살70g,502703
크린베리10g양념장:맛간장15g,502704
딸기잼30g,502705
새싹채소,502706
붉은피망,502707
파마산치즈15g,502708
카레가루20g감자50g,502709
흑임자10g소스:올리고당25g,502710
생강청30g,502711
생크림25g,502712
알배추20g소스:저염간장15g,502713
볶은소금1g샐러드:마요네즈30g,502714
메추리알,502715
샐러리,502716
치즈,502717
땅콩10g,502718
주황파프리카10g,502719
고추장5g,502720
청파프리카50g,502721
마요네즈20g,502722
후추약간곁들임새싹채소20g,502723
빨강파프리카10g,502724
얼갈이배추,502725
적양파,502726
송송썬청양고추,502727
물50ml,502728
달걀100g,502729
베이컨30g,502730
슬라이스연어30g,502731
우유45g,502732
영양부추50g소스:잣5g,502733
청피망40g,502734
다진양파15g,502735
