ingredient_name,ingredient_id
사과조림,500907
족발,500908
고등어통조림,500909
닭 다리살,500910
당면,500911
진간장 1과,500912
알배기 배추,500913
다진 양파,500914
토막닭,500915
다진양파,500916
1. 새꼬막,500917
만능양파 45g /,500918
만능양파,500919
콩나물 2박스,500920
돼지 목살,500921
 설탕,500922
 칵테일새우,500923
 다진대파,500924
 고춧가루,500925
 후추,500926
 감자,500927
 국간장,500928
 물엿,500929
 T55 밀가루 또는 중력분,500930
칵테일새우20g,500931
날콩가루7g,500932
다진땅콩10g,500933
새우10g,500934
콩나물30g,500935
애느타리버섯20g,500936
다시마1장,500937
적양배추15g,500938
플레인요거트85g,500939
시금치우유소스5g,500940
올리브유10g,500941
호박50g,500942
컬리플라워40g,500943
오렌지100g,500944
저염소금4g,500945
검은콩70g,500946
브로콜리100g,500947
노루궁뎅이버섯25g,500948
쌀뜨물300g,500949
두부10g,500950
양배추150g,500951
미니새송이버섯60g,500952
석류즙10g,500953
홍파프리카10g,500954
무10g,500955
양송이버섯60g,500956
비트5g,500957
토마토200g,500958
배춧잎,500959
가시오가피,500960
150g),500961
메밀면,500962
멸치,500963
30g),500964
토마토100g,500965
물김치국물200g,500966
미니파프리카40g,500967
후르츠칵테일150g,500968
시금치50g,500969
옥수수30g,500970
메추리알100g,500971
샐러리40g,500972
생강50g,500973
방울토마토100g,500974
아욱30g,500975
깻잎10g,500976
찹쌀가루100g,500977
맛간장15g,500978
영양부추,500979
생강즙,500980
생크림,500981
강황가루,500982
함초가루,500983
브로컬리,500984
3마리),500985
식초,500986
100g),500987
오곡,500988
닭다리살80g,500989
쇠고기양지15g,500990
멥쌀,500991
파프리카,500992
아보카도,500993
청경채,500994
조개,500995
쪽파,500996
미나리20g,500997
연근25g,500998
허브크러스트100g,500999
우동면100g,501000
양파60g,501001
전분50g,501002
어린잎20g,501003
논우렁100g,501004
무60g,501005
로즈마리,501006
천일염,501007
저염간장,501008
생강,501009
정종,501010
치자,501011
참깨,501012
2개),501013
콩비지,501014
120g),501015
인삼,501016
톳,501017
깻잎장아찌,501018
파인애플,501019
피망,501020
고구마150g,501021
갈은돼지고기150g,501022
초록,501023
된장10g,501024
바지락100g,501025
마른미역줄기10g,501026
건곤드레10g,501027
당근15g,501028
무30g,501029
알마늘20g,501030
올방개묵,501031
찹쌀100g,501032
나무막대기,501033
시금치가루,501034
올리브오일,501035
후춧가루,501036
화이트와인,501037
우유200g,501038
바지락살25g,501039
전분가루50g,501040
볶은율무25g,501041
볶은소금2g,501042
양파25g,501043
미역10g,501044
검정깨묵)각25g씩,501045
블루베리30g,501046
슬라이스햄25g,501047
망고150g,501048
판젤라틴,501049
맛술,501050
수삼,501051
백년초가루,501052
느타리버섯,501053
300g),501054
카레가루,501055
통조림콩,501056
라즈베리,501057
다시마,501058
치커리10g,501059
흰로즈케일15g,501060
달래100g,501061
베이컨80g,501062
연어200g,501063
숙주,501064
셀러리,501065
붉은고추,501066
양송이버섯,501067
미나리,501068
청양고추,501069
노랑파프리카5g,501070
메밀묵,501071
고구마순,501072
플레인요거트70g,501073
북어15g,501074
찹쌀140g,501075
김4g,501076
가지20g,501077
설탕5g,501078
키위100g,501079
치커리,501080
빵가루,501081
김2g,501082
브로콜리30g,501083
고구마100g,501084
찰보리50g,501085
귀리30g,501086
쇠고기50g,501087
미나리50g,501088
강황가루15g,501089
전분10g,501090
순두부80g,501091
당근5g,501092
실치40g,501093
비트10g,501094
미나리5g,501095
마늘종,501096
200g),501097
불린표고버섯,501098
명태,501099
소불고기150g,501100
통후추2g,501101
백일송이25g,501102
자숙새우60g,501103
크렌베리15g,501104
꿀15g,501105
치커리20g,501106
양송이버섯30g,501107
달걀60g,501108
매생이20g,501109
닭육수400g구이소스:저염된장15g,501110
시금치30g,501111
우유180mg,501112
월계수잎,501113
뽕잎가루,501114
파스타,501115
50g),501116
풋고추,501117
빨간파프리카10g,501118
더덕20g,501119
배50g,501120
당근3g,501121
곶감30g,501122
오이20g,501123
감자25g,501124
밥30g,501125
떡볶이떡40g고추장8g,501126
노란콩25g,501127
당근30g,501128
사과100g,501129
양파70g,501130
쌀50g,501131
무20g,501132
칵테일새우25g,501133
유기농밀가루50g,501134
건표고버섯10g,501135
육수,501136
들깨가루,501137
꿀,501138
8개),501139
푸실리,501140
다진청양고추2.5g,501141
수삼25g,501142
올리브유2g,501143
소금1g,501144
소금물,501145
들기름2g,501146
풋고추15g,501147
물200g,501148
오미자액15g,501149
전복살40g,501150
현미10g,501151
건로즈마리1g,501152
찹쌀70g,501153
다진양파15g빵가루30g,501154
당근40g,501155
현미쌀,501156
쥬키니호박,501157
녹말가루,501158
홍고추,501159
통깨,501160
아몬드,501161
흑미,501162
호박잎20g,501163
미숫가루10g,501164
애호박25g,501165
취나물20g,501166
달래10g,501167
쑥3g,501168
딸기30g,501169
양배추20g,501170
파,501171
펜네,501172
보리,501173
홍피망,501174
적채,501175
레몬,501176
마40g,501177
현미유4g고추장양념:고추장5g,501178
우유80g,501179
콩기름2g,501180
돌나물15g,501181
소금0.5g,501182
고사리20g,501183
다진쇠고기등심20g,501184
참나물20g,501185
우유100g뿌리채소조림:우엉60g,501186
아스파라거스60g,501187
파프리카100g,501188
올리브오일30g,501189
깻잎12장,501190
칵테일새우100g,501191
생크림20g,501192
로즈마리1g소:다진돼기고기100g,501193
건조다시마사방10cm1장,501194
자숙새우100g,501195
귀리밥200g,501196
두부120g,501197
마20g,501198
당근10g,501199
쇠고기4.5g,501200
마카다미아5g,501201
타피오카전분80g,501202
아몬드슬라이스5g,501203
강력분200g,501204
박력분90g,501205
이스트6g,501206
물250ml,501207
셀러리줄기,501208
미니단호박,501209
식초30g,501210
무15g,501211
현미30g,501212
바지락4g,501213
다시마2g,501214
가지30g,501215
인스턴트이스트5g,501216
날콩가루80g,501217
채썬양파,501218
마늘2g,501219
소금3g,501220
배20g,501221
묵은지20g,501222
박력분70g,501223
강력분250g,501224
견과류,501225
양파5g,501226
쪽파5g,501227
두부20g,501228
배3.0g,501229
냉동새우살,501230
닭다릿살,501231
사각라이스페이퍼,501232
양파7.5g,501233
쪽파0.2g,501234
포도15g,501235
건미역2g,501236
메추리알30g,501237
콜라비5g,501238
호두,501239
주키니호박,501240
홍피망24g,501241
식용유1g,501242
젖은찹쌀가루50g[소스소개]밑간양념:간장1g,501243
배12g,501244
양송이버섯45g,501245
쇠고기다진것50g,501246
양송이버섯20g,501247
토마토20g,501248
우민찌30g,501249
미나리1g,501250
생새우,501251
식용유8g,501252
물50g,501253
양상추18g,501254
대파5g,501255
생표고버섯16g,501256
쭈꾸미20g,501257
후춧가루0.1g,501258
모시조개15g,501259
밀가루4g[소스소개]저나트륨발사믹소스:간장1g,501260
양파13g,501261
소금0.1g,501262
마늘8g,501263
후춧가루0.3g,501264
실파30g,501265
소라살16g,501266
마60g,501267
찹쌀가루5g,501268
불린미역25g,501269
조갯살20g,501270
흰후춧가루0.01g,501271
당근17g,501272
당근9g,501273
케첩4g,501274
연근80g,501275
소고기20g,501276
부추5g,501277
아보카도작은것35g,501278
자몽주수100g,501279
식혜100g,501280
자두20g,501281
청피망15g,501282
파인애플35g,501283
새싹채소2.8g,501284
부추2g,501285
청피망다진것10g,501286
대추10g,501287
오렌지30g,501288
브로컬리다진것3g,501289
바질3g,501290
양송이버섯15g,501291
물92g,501292
양송이버섯10g,501293
물90g,501294
달걀삶은것20g,501295
느타리버섯10g,501296
미나리3g,501297
돈육,501298
식초15g,501299
샐러리다진것5g,501300
미나리10g,501301
청피망10g,501302
새우5g,501303
으깬두부35g,501304
사과30g,501305
마늘1g,501306
달걀흰자5g,501307
생강2g,501308
샐러리1cm정사각형7g,501309
고구마30g,501310
베이킹파우더1g,501311
밤5g,501312
새우살20g,501313
유부6g,501314
두부25g,501315
양파40g,501316
건표고버섯,501317
청경채20g,501318
바나나40g,501319
카스텔라20g,501320
백련초가루1g,501321
잔멸치20g,501322
포도주스60g,501323
찹쌀가루20g,501324
피자치즈20g,501325
잔새우살다진것20g,501326
키위20g,501327
홍피망5g,501328
마늘다진것2g,501329
이스트2g,501330
새송이버섯24g,501331
파5g,501332
새송이버섯40g,501333
오레가노마른것1g,501334
달걀흰자10g,501335
치자5g,501336
꿀5g,501337
할라피뇨3g,501338
마요네즈1g,501339
마늘다진것4g,501340
돼지고기6g,501341
마늘5g,501342
계란20g,501343
밀가루70g,501344
완두콩8g,501345
소금6g,501346
전분2g,501347
빵가루5g,501348
파4g,501349
완두콩5g,501350
영양부추3g,501351
생표고버섯15g,501352
치커리8g,501353
돼지고기다진것15g,501354
젖은찹쌀가루30g,501355
물전분10g,501356
소금적당량,501357
적양파15g,501358
로메인상추7.5g,501359
박력분30g,501360
샐러리5g,501361
꿀10g,501362
수삼30g,501363
쌀튀밥10g,501364
호두3g,501365
밀가루20g,501366
밥80g,501367
완두콩30g,501368
굵은소금적당량,501369
참마25g,501370
밀가루4g,501371
비트2.12g,501372
상추6g,501373
사과5g,501374
매생이15g,501375
톳5g,501376
매실장아찌15g,501377
자색고구마20g,501378
배추김치,501379
누룽지50,501380
물500,501381
오곡밥30,501382
누룽지가루7.5,501383
소금0.3,501384
잔멸치10,501385
마요네즈3g,501386
느타리벗서15g,501387
죽순20g,501388
로메인30g,501389
참깨3g,501390
양파다진것5g,501391
밥60g,501392
쇠고기등심30g,501393
올리브오일0.5g,501394
마요네즈2g,501395
적양파10,501396
파래,501397
올리브유4,501398
콩나물30,501399
멍게살50,501400
당근10,501401
모시조개15,501402
달래5,501403
곰피20g,501404
물25,501405
양파10양념:고춧가루1.25,501406
간장1.5g,501407
영양부추5,501408
